region	annotation	adjustment	arm	category	n_traits	median_estimate	n_positive_q_below_alpha	n_negative_q_below_alpha	cohort	tier
hippocampus	segdup_any	technical	all_vmrs	Skeletal system disease	1	-0.333883626146711	0	0	AA	claim_eligible
hippocampus	segdup_any	technical_score	all_vmrs	Skeletal system disease	1	-0.402799177754618	0	0	AA	claim_eligible
hippocampus	segdup_any	technical	high_mappability	Skeletal system disease	1	-12.9900088615318	0	0	AA	claim_eligible
hippocampus	segdup_any	technical_score	high_mappability	Skeletal system disease	1	-13.0321243684408	0	0	AA	claim_eligible
hippocampus	snp_proximal_any	technical	all_vmrs	Skeletal system disease	1	-0.288607966818317	0	0	AA	claim_eligible
hippocampus	snp_proximal_any	technical_score	all_vmrs	Skeletal system disease	1	-0.1469483985186	0	0	AA	claim_eligible
hippocampus	cell_composition_r2	technical	all_vmrs	Skeletal system disease	1	-0.0591867704782856	0	0	AA	claim_eligible
hippocampus	cell_composition_r2	technical_score	all_vmrs	Skeletal system disease	1	-0.140809239773496	0	0	AA	claim_eligible
caudate	line_l1_any	technical	all_vmrs	Hair morphology	3	-0.013108947909553	0	0	AA	descriptive_only
caudate	line_l1_any	technical_score	all_vmrs	Hair morphology	3	-0.0146282737344603	0	0	AA	descriptive_only
caudate	line_l1_any	technical	high_mappability	Hair morphology	3	0.223699257562744	0	0	AA	descriptive_only
caudate	line_l1_any	technical_score	high_mappability	Hair morphology	3	0.217010756061777	0	0	AA	descriptive_only
caudate	h3k9me3_any	technical	all_vmrs	Hair morphology	3	0.593840894088409	1	0	AA	descriptive_only
caudate	h3k9me3_any	technical_score	all_vmrs	Hair morphology	3	0.598193009375157	1	0	AA	descriptive_only
caudate	h3k9me3_any	technical	high_mappability	Hair morphology	3	0.925469715906406	2	0	AA	descriptive_only
caudate	h3k9me3_any	technical_score	high_mappability	Hair morphology	3	0.927019804697929	2	0	AA	descriptive_only
caudate	quiescent_any	technical	all_vmrs	Hair morphology	3	0.0497699103999552	0	0	AA	descriptive_only
caudate	quiescent_any	technical_score	all_vmrs	Hair morphology	3	0.039554653938565	0	0	AA	descriptive_only
caudate	quiescent_any	technical	high_mappability	Hair morphology	3	0.092698595555981	0	0	AA	descriptive_only
caudate	quiescent_any	technical_score	high_mappability	Hair morphology	3	0.0851850813618102	0	0	AA	descriptive_only
caudate	h3k27me3_any	technical	all_vmrs	Hair morphology	3	0.151300062455041	0	0	AA	descriptive_only
caudate	h3k27me3_any	technical_score	all_vmrs	Hair morphology	3	0.150292231975444	0	0	AA	descriptive_only
caudate	bivalent_any	technical	all_vmrs	Hair morphology	3	0.340008905192206	0	0	AA	descriptive_only
caudate	bivalent_any	technical_score	all_vmrs	Hair morphology	3	0.337885165924086	0	0	AA	descriptive_only
caudate	accessible_any	technical	all_vmrs	Hair morphology	3	-0.110061292769739	0	1	AA	descriptive_only
caudate	accessible_any	technical_score	all_vmrs	Hair morphology	3	-0.121032719218414	0	0	AA	descriptive_only
caudate	h3k27ac_any	technical	all_vmrs	Hair morphology	3	0.0532150898995026	0	0	AA	descriptive_only
caudate	h3k27ac_any	technical_score	all_vmrs	Hair morphology	3	0.0812720689347915	0	0	AA	descriptive_only
caudate	segdup_any	technical	all_vmrs	Hair morphology	3	0.0764547859121079	0	0	AA	descriptive_only
caudate	segdup_any	technical_score	all_vmrs	Hair morphology	3	0.106996551904953	0	0	AA	descriptive_only
caudate	segdup_any	technical	high_mappability	Hair morphology	3	-0.348589541207389	0	0	AA	descriptive_only
caudate	segdup_any	technical_score	high_mappability	Hair morphology	3	-0.342555610213923	0	0	AA	descriptive_only
caudate	snp_proximal_any	technical	all_vmrs	Hair morphology	3	-0.0900499181858093	0	1	AA	descriptive_only
caudate	snp_proximal_any	technical_score	all_vmrs	Hair morphology	3	-0.110273908564621	0	1	AA	descriptive_only
caudate	cell_composition_r2	technical	all_vmrs	Hair morphology	3	0.0943054286980368	2	0	AA	descriptive_only
caudate	cell_composition_r2	technical_score	all_vmrs	Hair morphology	3	0.111297197185459	2	0	AA	descriptive_only
dlpfc	line_l1_any	technical	all_vmrs	Hair morphology	3	-0.00813829622521399	0	0	AA	claim_eligible
dlpfc	line_l1_any	technical_score	all_vmrs	Hair morphology	3	7.5770068637617e-05	0	0	AA	claim_eligible
dlpfc	line_l1_any	technical	high_mappability	Hair morphology	3	-0.0922676231213677	0	0	AA	claim_eligible
dlpfc	line_l1_any	technical_score	high_mappability	Hair morphology	3	-0.0801690835715341	0	0	AA	claim_eligible
dlpfc	h3k9me3_any	technical	all_vmrs	Hair morphology	3	0.592484717977887	0	0	AA	claim_eligible
dlpfc	h3k9me3_any	technical_score	all_vmrs	Hair morphology	3	0.597550213650645	0	0	AA	claim_eligible
dlpfc	h3k9me3_any	technical	high_mappability	Hair morphology	3	0.715800749149007	0	0	AA	claim_eligible
dlpfc	h3k9me3_any	technical_score	high_mappability	Hair morphology	3	0.722630811358295	0	0	AA	claim_eligible
dlpfc	quiescent_any	technical	all_vmrs	Hair morphology	3	-0.103862519391384	0	0	AA	claim_eligible
dlpfc	quiescent_any	technical_score	all_vmrs	Hair morphology	3	-0.100028209472896	0	0	AA	claim_eligible
dlpfc	quiescent_any	technical	high_mappability	Hair morphology	3	-0.294163929501218	0	0	AA	claim_eligible
dlpfc	quiescent_any	technical_score	high_mappability	Hair morphology	3	-0.270092309546308	0	0	AA	claim_eligible
dlpfc	h3k27me3_any	technical	all_vmrs	Hair morphology	3	0.404130665076261	2	0	AA	claim_eligible
dlpfc	h3k27me3_any	technical_score	all_vmrs	Hair morphology	3	0.404111525335007	2	0	AA	claim_eligible
dlpfc	bivalent_any	technical	all_vmrs	Hair morphology	3	0.30681432768995	0	0	AA	claim_eligible
dlpfc	bivalent_any	technical_score	all_vmrs	Hair morphology	3	0.299139333084573	0	0	AA	claim_eligible
dlpfc	accessible_any	technical	all_vmrs	Hair morphology	3	0.114123937747885	0	0	AA	claim_eligible
dlpfc	accessible_any	technical_score	all_vmrs	Hair morphology	3	0.111789841023715	0	0	AA	claim_eligible
dlpfc	h3k27ac_any	technical	all_vmrs	Hair morphology	3	0.0398000807084428	1	0	AA	claim_eligible
dlpfc	h3k27ac_any	technical_score	all_vmrs	Hair morphology	3	0.0190464478522407	1	0	AA	claim_eligible
dlpfc	segdup_any	technical	all_vmrs	Hair morphology	3	0.0796548328655064	0	0	AA	claim_eligible
dlpfc	segdup_any	technical_score	all_vmrs	Hair morphology	3	0.0651362280751023	0	0	AA	claim_eligible
dlpfc	segdup_any	technical	high_mappability	Hair morphology	3	0.54794554653198	0	0	AA	claim_eligible
dlpfc	segdup_any	technical_score	high_mappability	Hair morphology	3	0.533057219904801	0	0	AA	claim_eligible
dlpfc	snp_proximal_any	technical	all_vmrs	Hair morphology	3	-0.0581994000629876	0	0	AA	claim_eligible
dlpfc	snp_proximal_any	technical_score	all_vmrs	Hair morphology	3	-0.0488679225072638	0	0	AA	claim_eligible
dlpfc	cell_composition_r2	technical	all_vmrs	Hair morphology	3	0.0892564100900834	0	0	AA	claim_eligible
dlpfc	cell_composition_r2	technical_score	all_vmrs	Hair morphology	3	0.0890851101230929	0	0	AA	claim_eligible
hippocampus	line_l1_any	technical	all_vmrs	Hair morphology	3	-0.145752366555862	0	0	AA	claim_eligible
hippocampus	line_l1_any	technical_score	all_vmrs	Hair morphology	3	-0.121415624904988	0	0	AA	claim_eligible
hippocampus	line_l1_any	technical	high_mappability	Hair morphology	3	-0.0437634421099627	0	0	AA	claim_eligible
hippocampus	line_l1_any	technical_score	high_mappability	Hair morphology	3	0.00167601282275309	0	0	AA	claim_eligible
hippocampus	h3k9me3_any	technical	all_vmrs	Hair morphology	3	-0.005293004624054	0	0	AA	claim_eligible
hippocampus	h3k9me3_any	technical_score	all_vmrs	Hair morphology	3	0.0185250012819271	0	0	AA	claim_eligible
hippocampus	h3k9me3_any	technical	high_mappability	Hair morphology	3	0.348055547696996	0	0	AA	claim_eligible
hippocampus	h3k9me3_any	technical_score	high_mappability	Hair morphology	3	0.364895375164915	0	0	AA	claim_eligible
hippocampus	quiescent_any	technical	all_vmrs	Hair morphology	3	-0.238988215846727	0	1	AA	claim_eligible
hippocampus	quiescent_any	technical_score	all_vmrs	Hair morphology	3	-0.199047392687125	0	0	AA	claim_eligible
hippocampus	quiescent_any	technical	high_mappability	Hair morphology	3	-0.248446891001034	0	0	AA	claim_eligible
hippocampus	quiescent_any	technical_score	high_mappability	Hair morphology	3	-0.218534630029591	0	0	AA	claim_eligible
hippocampus	h3k27me3_any	technical	all_vmrs	Hair morphology	3	0.216987796783122	0	0	AA	claim_eligible
hippocampus	h3k27me3_any	technical_score	all_vmrs	Hair morphology	3	0.209989960667474	0	0	AA	claim_eligible
hippocampus	bivalent_any	technical	all_vmrs	Hair morphology	3	0.388042669380323	0	0	AA	claim_eligible
hippocampus	bivalent_any	technical_score	all_vmrs	Hair morphology	3	0.357955292047082	0	0	AA	claim_eligible
hippocampus	accessible_any	technical	all_vmrs	Hair morphology	3	0.105682438189643	1	0	AA	claim_eligible
hippocampus	accessible_any	technical_score	all_vmrs	Hair morphology	3	0.061117243532383	0	0	AA	claim_eligible
hippocampus	h3k27ac_any	technical	all_vmrs	Hair morphology	3	0.298343606832733	1	0	AA	claim_eligible
hippocampus	h3k27ac_any	technical_score	all_vmrs	Hair morphology	3	0.258465108274781	1	0	AA	claim_eligible
hippocampus	segdup_any	technical	all_vmrs	Hair morphology	3	-0.406813320229453	0	0	AA	claim_eligible
hippocampus	segdup_any	technical_score	all_vmrs	Hair morphology	3	-0.434699085948007	0	0	AA	claim_eligible
hippocampus	segdup_any	technical	high_mappability	Hair morphology	3	-12.8977413300727	0	0	AA	claim_eligible
hippocampus	segdup_any	technical_score	high_mappability	Hair morphology	3	-13.0317608121956	0	0	AA	claim_eligible
hippocampus	snp_proximal_any	technical	all_vmrs	Hair morphology	3	-0.054275938708714	0	0	AA	claim_eligible
hippocampus	snp_proximal_any	technical_score	all_vmrs	Hair morphology	3	-0.0144560067197876	0	0	AA	claim_eligible
hippocampus	cell_composition_r2	technical	all_vmrs	Hair morphology	3	0.108834319969485	1	0	AA	claim_eligible
hippocampus	cell_composition_r2	technical_score	all_vmrs	Hair morphology	3	0.0997460479717966	0	0	AA	claim_eligible
