sample_id	region	n_marker_coordinates	n_marker_coordinates_covered	marker_coverage_fraction	mean_marker_coverage	sample_qc_pass
Br1378	dlpfc	2837	2830	0.997532604864293	26.2523792738809	TRUE
Br1383	dlpfc	2837	2782	0.980613323933733	21.8491364117025	TRUE
Br1389	dlpfc	2837	2832	0.998237574903067	27.222418047233	TRUE
Br1390	dlpfc	2837	2828	0.99682763482552	24.7099048290448	TRUE
Br1399	dlpfc	2837	2829	0.997180119844907	27.3602396898132	TRUE
Br1410	dlpfc	2837	2834	0.99894254494184	26.4966513923158	TRUE
Br1416	dlpfc	2837	2828	0.99682763482552	31.2372224180472	TRUE
Br1420	dlpfc	2837	2810	0.99048290447656	22.3119492421572	TRUE
Br1425	dlpfc	2837	2829	0.997180119844907	28.7811068029609	TRUE
Br1446	dlpfc	2837	2770	0.976383503701093	19.2259428974269	TRUE
Br1447	dlpfc	2837	2792	0.9841381741276	22.1156150863588	TRUE
Br1453	dlpfc	2837	2830	0.997532604864293	24.550581600282	TRUE
Br1455	dlpfc	2837	2828	0.99682763482552	28.1748325696158	TRUE
Br1459	dlpfc	2837	2729	0.961931617906239	20.2499118787452	TRUE
Br1463	dlpfc	2837	2834	0.99894254494184	27.9369051815298	TRUE
Br1464	dlpfc	2837	2835	0.999295029961227	38.1455763130067	TRUE
Br1473	dlpfc	2837	2829	0.997180119844907	36.9002467395136	TRUE
Br1474	dlpfc	2837	2837	1	44.2090236164963	TRUE
Br1494	dlpfc	2837	2832	0.998237574903067	40.4240394783222	TRUE
Br1497	dlpfc	2837	2837	1	45.7000352485019	TRUE
Br1498	dlpfc	2837	2782	0.980613323933733	20.9418399718012	TRUE
Br1499	dlpfc	2837	2828	0.99682763482552	26.762072611914	TRUE
Br1503	dlpfc	2837	2831	0.99788508988368	39.7102573140642	TRUE
Br1504	dlpfc	2837	2833	0.998590059922453	41.0511103278111	TRUE
Br1509	dlpfc	2837	2833	0.998590059922453	29.4476559746211	TRUE
Br1517	dlpfc	2837	2820	0.994007754670426	26.9034191046881	TRUE
Br1522	dlpfc	2837	2827	0.996475149806133	24.7902714134649	TRUE
Br1527	dlpfc	2837	2813	0.99154035953472	23.6048642932675	TRUE
Br1528	dlpfc	2837	2758	0.972153683468452	18.6965103983081	TRUE
Br1529	dlpfc	2837	2836	0.999647514980613	39.6788861473387	TRUE
Br1536	dlpfc	2837	2826	0.996122664786747	23.687345787804	TRUE
Br1538	dlpfc	2837	2829	0.997180119844907	29.0669721536835	TRUE
Br1539	dlpfc	2837	2767	0.975326048642933	22.0525202678886	TRUE
Br1556	dlpfc	2837	2835	0.999295029961227	28.429326753613	TRUE
Br1563	dlpfc	2837	2833	0.998590059922453	30.4793796263659	TRUE
Br1565	dlpfc	2837	2829	0.997180119844907	27.0380683820938	TRUE
Br1568	dlpfc	2837	2815	0.992245329573493	23.883327458583	TRUE
Br1571	dlpfc	2837	2834	0.99894254494184	26.6587945012337	TRUE
Br1573	dlpfc	2837	2831	0.99788508988368	25.7589002467395	TRUE
Br1576	dlpfc	2837	2826	0.996122664786747	26.3789213958407	TRUE
Br1578	dlpfc	2837	2824	0.995417694747973	25.3835037010927	TRUE
Br1579	dlpfc	2837	2835	0.999295029961227	42.3041945717307	TRUE
Br1581	dlpfc	2837	2832	0.998237574903067	38.9742685935848	TRUE
Br1585	dlpfc	2837	2831	0.99788508988368	35.2174832569616	TRUE
Br1587	dlpfc	2837	2785	0.981670778991893	20.222418047233	TRUE
Br1588	dlpfc	2837	2823	0.995065209728587	30.33909058865	TRUE
Br1590	dlpfc	2837	2833	0.998590059922453	38.0789566443426	TRUE
Br1594	dlpfc	2837	2774	0.977793443778639	20.6711314769122	TRUE
Br1602	dlpfc	2837	2826	0.996122664786747	25.0331335918224	TRUE
Br1605	dlpfc	2837	2774	0.977793443778639	20.8649982375749	TRUE
Br1611	dlpfc	2837	2808	0.989777934437786	24.519562918576	TRUE
Br1615	dlpfc	2837	2800	0.986958054282693	21.4547056750088	TRUE
Br1637	dlpfc	2837	2835	0.999295029961227	38.6105040535777	TRUE
Br1644	dlpfc	2837	2834	0.99894254494184	27.535072259429	TRUE
Br1648	dlpfc	2837	2824	0.995417694747973	25.4892492069087	TRUE
Br1654	dlpfc	2837	2785	0.981670778991893	20.2227705322524	TRUE
Br1657	dlpfc	2837	2829	0.997180119844907	40.0659146986253	TRUE
Br1663	dlpfc	2837	2831	0.99788508988368	26.524145223828	TRUE
Br1664	dlpfc	2837	2791	0.983785689108213	24.1180824814945	TRUE
Br1665	dlpfc	2837	2825	0.99577017976736	40.4631653154741	TRUE
Br1669	dlpfc	2837	2828	0.99682763482552	41.4688050757843	TRUE
Br1676	dlpfc	2837	2834	0.99894254494184	38.9679238632358	TRUE
Br1678	dlpfc	2837	2829	0.997180119844907	35.45400070497	TRUE
Br1682	dlpfc	2837	2809	0.990130419457173	22.6083891434614	TRUE
Br1684	dlpfc	2837	2831	0.99788508988368	41.0895311949242	TRUE
Br1688	dlpfc	2837	2775	0.978145928798026	20.2181882270004	TRUE
Br1703	dlpfc	2837	2819	0.99365526965104	34.5421219598167	TRUE
Br1721	dlpfc	2837	2829	0.997180119844907	43.561508635883	TRUE
Br1722	dlpfc	2837	2824	0.995417694747973	23.7328163553049	TRUE
Br1733	dlpfc	2837	2783	0.980965808953119	21.3218188227	TRUE
Br1738	dlpfc	2837	2834	0.99894254494184	26.1445188579485	TRUE
Br1740	dlpfc	2837	2809	0.990130419457173	22.8484314416637	TRUE
Br1753	dlpfc	2837	2820	0.994007754670426	23.2171307719422	TRUE
Br1761	dlpfc	2837	2809	0.990130419457173	23.8442016214311	TRUE
Br1832	dlpfc	2837	2801	0.98731053930208	22.6055692633063	TRUE
Br1840	dlpfc	2837	2835	0.999295029961227	40.4571730701445	TRUE
Br1880	dlpfc	2837	2700	0.951709552344025	18.2150158618259	TRUE
Br1884	dlpfc	2837	2793	0.984490659146986	22.2876277758195	TRUE
Br1898	dlpfc	2837	2831	0.99788508988368	40.6859358477265	TRUE
Br1905	dlpfc	2837	2819	0.99365526965104	32.4786746563271	TRUE
Br1912	dlpfc	2837	2816	0.99259781459288	24.7000352485019	TRUE
Br1927	dlpfc	2837	2818	0.993302784631653	24.2964399013042	TRUE
Br1936	dlpfc	2837	2745	0.967571378216426	68.6196686640818	TRUE
Br1941	dlpfc	2837	2822	0.9947127247092	39.1332393373282	TRUE
Br1946	dlpfc	2837	2836	0.999647514980613	42.4952414522383	TRUE
Br1958	dlpfc	2837	2762	0.973563623545999	20.8209376101516	TRUE
Br1960	dlpfc	2837	2832	0.998237574903067	50.7560803665844	TRUE
Br1974	dlpfc	2837	2822	0.9947127247092	35.2629538244625	TRUE
Br2009	dlpfc	2837	2712	0.955939372576666	22.2974973563624	TRUE
Br2020	dlpfc	2837	2732	0.962989072964399	19.05745505816	TRUE
Br2038	dlpfc	2837	2731	0.962636587945012	20.1621431089179	TRUE
Br2044	dlpfc	2837	2703	0.952767007402185	18.1413464927741	TRUE
Br2046	dlpfc	2837	2808	0.989777934437786	22.9961226647868	TRUE
Br2053	dlpfc	2837	2815	0.992245329573493	23.4176947479732	TRUE
Br2064	dlpfc	2837	2763	0.973916108565386	20.3697567853366	TRUE
Br2074	dlpfc	2837	2795	0.98519562918576	24.297144871343	TRUE
Br2076	dlpfc	2837	2634	0.928445541064505	16.8526612618964	TRUE
Br2084	dlpfc	2837	2693	0.949242157208319	18.5935847726472	TRUE
Br2242	dlpfc	2837	2771	0.976735988720479	20.0831864645753	TRUE
Br2257	dlpfc	2837	2741	0.966161438138879	19.704617553754	TRUE
Br2263	dlpfc	2837	2765	0.974621078604159	22.2548466690166	TRUE
Br2267	dlpfc	2837	2787	0.982375749030666	21.070144518858	TRUE
Br2271	dlpfc	2837	2784	0.981318293972506	23.8621783574198	TRUE
Br2285	dlpfc	2837	2801	0.98731053930208	23.1935142756433	TRUE
Br2288	dlpfc	2837	2819	0.99365526965104	24.3256961579133	TRUE
Br2292	dlpfc	2837	2795	0.98519562918576	22.8026083891435	TRUE
