pheno_id	num_snps	boosting_iterations_performed	h2_unscaled	r_squared_cv	PopSize	LD_Decay
pheno_98	9281	12	0.0720538877283145	0.99992513475915	200	0.6
pheno_99	7445	20	0.0741297374000727	0.999853722193845	200	0.6
pheno_100	5057	11	0.0664822920001064	0.999573555550009	200	0.6
pheno_101	5416	11	0.178025174169947	0.99868420963812	200	0.6
pheno_102	7834	12	0.0715456536700449	0.999881408312385	200	0.6
pheno_103	4116	11	0.247277350076846	0.997699703494244	200	0.6
pheno_104	4550	11	0.0795925954597705	0.999451582586054	200	0.6
pheno_105	12080	11	0.0649274006125649	0.999967888964604	200	0.6
pheno_106	2079	11	0.348467823208182	0.985717219544635	200	0.6
pheno_107	8794	11	0.0668993778241116	0.999916384412882	200	0.6
pheno_108	2141	11	0.101539214611284	0.996262514023748	200	0.6
pheno_109	4808	15	0.0951522032399656	0.997996984943721	200	0.6
pheno_110	1357	11	0.0950467126450068	0.982671544967915	200	0.6
pheno_111	4578	11	0.0774782507954794	0.999407094501012	200	0.6
pheno_112	2312	11	0.091967274135818	0.996380706101347	200	0.6
pheno_113	652	16	0.133250027312916	0.940618409967708	200	0.6
pheno_114	3095	11	0.378989472809933	0.993374626302948	200	0.6
pheno_115	7445	16	0.0692452728325	0.999889045236526	200	0.6
pheno_116	10584	11	0.0667029308963724	0.999955393037795	200	0.6
pheno_117	4412	13	0.0726558408579695	0.999441261145927	200	0.6
pheno_118	2963	25	0.414284391596191	0.993882868142576	200	0.6
pheno_119	1236	15	0.380128429920898	0.965564864617233	200	0.6
pheno_120	9283	11	0.440473554830933	0.999540391771611	200	0.6
pheno_121	7373	11	0.0767819169565663	0.999744940851869	200	0.6
pheno_122	5847	11	0.0654087043571914	0.999690961887231	200	0.6
pheno_123	12729	11	0.359143594100869	0.99981208493606	200	0.6
pheno_124	5971	11	0.069934586179498	0.999674753887823	200	0.6
pheno_125	17486	11	0.0630067588402	0.999978704590286	200	0.6
pheno_126	5953	15	0.0709944497047873	0.999662540732958	200	0.6
pheno_127	7439	26	0.0735920312231471	0.999861024181023	200	0.6
pheno_128	8852	17	0.0668005891681127	0.999868747838732	200	0.6
pheno_129	4197	11	0.0747231887086309	0.999369134610024	200	0.6
pheno_130	4034	18	0.0889222173980724	0.998982428597996	200	0.6
pheno_131	1880	11	0.0925554140503085	0.993712283707631	200	0.6
