sample_id	region	n_marker_coordinates	n_marker_coordinates_covered	marker_coverage_fraction	mean_marker_coverage	sample_qc_pass
Br1410	dlpfc	2937	2929	0.997276132107593	25.3489955737147	TRUE
Br1416	dlpfc	2937	2932	0.998297582567245	29.9070480081716	TRUE
Br1420	dlpfc	2937	2911	0.991147429349677	21.3541028260129	TRUE
Br1425	dlpfc	2937	2933	0.998638066053796	27.9639087504256	TRUE
Br1446	dlpfc	2937	2833	0.964589717398706	18.144024514811	TRUE
Br1447	dlpfc	2937	2891	0.984337759618658	20.8706162751107	TRUE
Br1453	dlpfc	2937	2933	0.998638066053796	23.8011576438543	TRUE
Br1455	dlpfc	2937	2932	0.998297582567245	27.3381001021451	TRUE
Br1459	dlpfc	2937	2836	0.965611167858359	19.0585631596868	TRUE
Br1463	dlpfc	2937	2936	0.999659516513449	26.3500170241743	TRUE
Br1464	dlpfc	2937	2936	0.999659516513449	36.0013619339462	TRUE
Br1473	dlpfc	2937	2932	0.998297582567245	34.9506298944501	TRUE
Br1474	dlpfc	2937	2937	1	42.3088185223017	TRUE
Br1494	dlpfc	2937	2934	0.998978549540347	38.0949948927477	TRUE
Br1497	dlpfc	2937	2935	0.999319033026898	42.3871297242084	TRUE
Br1498	dlpfc	2937	2889	0.983656792645557	20.1957780047668	TRUE
Br1499	dlpfc	2937	2929	0.997276132107593	25.4794007490637	TRUE
Br1503	dlpfc	2937	2937	1	37.4603336738168	TRUE
Br1504	dlpfc	2937	2936	0.999659516513449	38.2931562819203	TRUE
Br1509	dlpfc	2937	2935	0.999319033026898	28.1838610827375	TRUE
Br1517	dlpfc	2937	2926	0.99625468164794	25.8164794007491	TRUE
Br1522	dlpfc	2937	2923	0.995233231188287	23.7718760640109	TRUE
Br1527	dlpfc	2937	2925	0.995914198161389	22.3993871297242	TRUE
Br1528	dlpfc	2937	2830	0.963568266939054	17.5975485188968	TRUE
Br1529	dlpfc	2937	2935	0.999319033026898	37.4998297582567	TRUE
Br1536	dlpfc	2937	2932	0.998297582567245	22.6697310180456	TRUE
Br1538	dlpfc	2937	2927	0.996595165134491	27.632277834525	TRUE
Br1539	dlpfc	2937	2879	0.980251957780048	21.1862444671433	TRUE
Br1556	dlpfc	2937	2934	0.998978549540347	27.13721484508	TRUE
Br1563	dlpfc	2937	2936	0.999659516513449	28.9676540687777	TRUE
Br1565	dlpfc	2937	2935	0.999319033026898	25.7606401089547	TRUE
Br1568	dlpfc	2937	2917	0.993190330268982	22.8348655090228	TRUE
Br1571	dlpfc	2937	2932	0.998297582567245	25.4630575417092	TRUE
Br1573	dlpfc	2937	2929	0.997276132107593	24.2860061287028	TRUE
Br1576	dlpfc	2937	2932	0.998297582567245	25.1552604698672	TRUE
Br1578	dlpfc	2937	2906	0.989445011916922	24.1283622744297	TRUE
Br1579	dlpfc	2937	2931	0.997957099080695	39.3833844058563	TRUE
Br1581	dlpfc	2937	2936	0.999659516513449	36.9472250595846	TRUE
Br1585	dlpfc	2937	2932	0.998297582567245	33.9359891045284	TRUE
Br1587	dlpfc	2937	2876	0.979230507320395	18.8947906026558	TRUE
Br1588	dlpfc	2937	2933	0.998638066053796	29.1753489955737	TRUE
Br1590	dlpfc	2937	2933	0.998638066053796	36.1824991487913	TRUE
Br1594	dlpfc	2937	2862	0.974463738508682	19.618658495063	TRUE
Br1602	dlpfc	2937	2924	0.995573714674838	23.5362614913177	TRUE
Br1605	dlpfc	2937	2871	0.97752808988764	20.1242764725911	TRUE
Br1611	dlpfc	2937	2918	0.993530813755533	23.6091249574396	TRUE
Br1615	dlpfc	2937	2885	0.982294858699353	20.5938032005448	TRUE
Br1637	dlpfc	2937	2931	0.997957099080695	36.7146748382703	TRUE
Br1644	dlpfc	2937	2935	0.999319033026898	26.6346612189309	TRUE
Br1648	dlpfc	2937	2927	0.996595165134491	24.6373850868233	TRUE
Br1654	dlpfc	2937	2891	0.984337759618658	19.5066394279877	TRUE
Br1657	dlpfc	2937	2928	0.996935648621042	37.0711610486891	TRUE
Br1663	dlpfc	2937	2927	0.996595165134491	24.9308818522302	TRUE
Br1664	dlpfc	2937	2873	0.978209056860742	23.0905686074225	TRUE
Br1665	dlpfc	2937	2932	0.998297582567245	37.5100442628533	TRUE
Br1669	dlpfc	2937	2924	0.995573714674838	38.5522642151856	TRUE
Br1676	dlpfc	2937	2933	0.998638066053796	36.2264215185564	TRUE
Br1678	dlpfc	2937	2928	0.996935648621042	33.4024514811032	TRUE
Br1682	dlpfc	2937	2914	0.992168879809329	21.3724889342867	TRUE
Br1684	dlpfc	2937	2931	0.997957099080695	38.675519237317	TRUE
Br1688	dlpfc	2937	2881	0.98093292475315	19.3792986040177	TRUE
Br1703	dlpfc	2937	2917	0.993190330268982	32.2951991828396	TRUE
Br1721	dlpfc	2937	2934	0.998978549540347	41.5801838610827	TRUE
Br1722	dlpfc	2937	2927	0.996595165134491	22.4538644875724	TRUE
Br1733	dlpfc	2937	2863	0.974804221995233	20.1188287368063	TRUE
Br1738	dlpfc	2937	2932	0.998297582567245	25.0194075587334	TRUE
Br1740	dlpfc	2937	2897	0.986380660537964	21.5675859720804	TRUE
Br1753	dlpfc	2937	2913	0.991828396322778	22.0657133129043	TRUE
Br1761	dlpfc	2937	2901	0.987742594484168	22.3220973782772	TRUE
Br1832	dlpfc	2937	2897	0.986380660537964	21.5161729656112	TRUE
Br1840	dlpfc	2937	2929	0.997276132107593	38.1596867551924	TRUE
Br1880	dlpfc	2937	2813	0.957780047667688	17.7017364657814	TRUE
Br1884	dlpfc	2937	2888	0.983316309159006	21.1981613891726	TRUE
Br1898	dlpfc	2937	2933	0.998638066053796	38.2029281579843	TRUE
Br1905	dlpfc	2937	2911	0.991147429349677	31.1954375212802	TRUE
Br1912	dlpfc	2937	2918	0.993530813755533	23.8641470888662	TRUE
Br1927	dlpfc	2937	2916	0.992849846782431	23.1154239019408	TRUE
Br1936	dlpfc	2937	2848	0.96969696969697	67.9189649302009	TRUE
Br1941	dlpfc	2937	2922	0.994892747701736	36.4130064691862	TRUE
Br1946	dlpfc	2937	2933	0.998638066053796	39.909771876064	TRUE
Br1958	dlpfc	2937	2852	0.971058903643173	19.9441607082057	TRUE
Br1960	dlpfc	2937	2924	0.995573714674838	49.8944501191692	TRUE
Br1974	dlpfc	2937	2927	0.996595165134491	33.6029962546817	TRUE
Br2009	dlpfc	2937	2802	0.954034729315628	21.0534559073885	TRUE
Br2020	dlpfc	2937	2826	0.96220633299285	18.1528770854614	TRUE
Br2038	dlpfc	2937	2837	0.96595165134491	19.3707865168539	TRUE
Br2044	dlpfc	2937	2809	0.956418113721485	17.3043922369765	TRUE
Br2046	dlpfc	2937	2920	0.994211780728635	21.7667688117126	TRUE
Br2053	dlpfc	2937	2919	0.993871297242084	22.5025536261491	TRUE
Br2064	dlpfc	2937	2869	0.976847122914539	19.2822608103507	TRUE
Br2074	dlpfc	2937	2899	0.987061627511066	23.1824991487913	TRUE
Br2076	dlpfc	2937	2742	0.933605720122574	15.9523323118829	TRUE
Br2084	dlpfc	2937	2784	0.947906026557712	17.7061627511066	TRUE
Br2242	dlpfc	2937	2875	0.978890023833844	19.4766768811713	TRUE
Br2257	dlpfc	2937	2860	0.973782771535581	19.1985018726592	TRUE
Br2263	dlpfc	2937	2861	0.974123255022131	21.3564862104188	TRUE
Br2267	dlpfc	2937	2875	0.978890023833844	19.8743615934627	TRUE
Br2271	dlpfc	2937	2878	0.979911474293497	23.2315287708546	TRUE
Br2285	dlpfc	2937	2898	0.986721144024515	22.2958801498127	TRUE
Br2288	dlpfc	2937	2921	0.994552264215186	23.016683690841	TRUE
Br2292	dlpfc	2937	2888	0.983316309159006	21.4422880490296	TRUE
