Tissue	h2_Category	OR	PValue	FDR	Annotation
Caudate	Low prediction	1.3957365332148701	3.4498937297115204e-07	5.914103536648321e-07	hg38_genes_intergenic
DLPFC	Heritable	0.9047693030482047	0.04259601704385799	0.12778805113157396	hg38_genes_promoters
DLPFC	Heritable	1.0390819545250063	0.40651495055869796	0.542019934078264	hg38_genes_exons
DLPFC	Heritable	1.12675459464063	0.006254222254689121	0.037525333528134724	hg38_genes_introns
DLPFC	Heritable	1.0401539298913842	0.36637699010381375	0.542019934078264	hg38_cpg_inter
DLPFC	Heritable	0.9937937320956686	0.8942170973009602	0.8942170973009602	hg38_genes_1to5kb
DLPFC	Heritable	0.849079219585983	0.0010705105116256596	0.012846126139507915	hg38_genes_intergenic
DLPFC	Heritable	0.9061838310420196	0.17831463615297377	0.30568223340509787	hg38_cpg_islands
DLPFC	Heritable	0.977211703038083	0.6196260928369213	0.7435513114043055	hg38_cpg_shores
DLPFC	Heritable	1.176926011546351	0.018299849388185976	0.0731993975527439	hg38_enhancers_fantom
DLPFC	Heritable	1.018908790129084	0.8604117092283878	0.8942170973009602	hg38_genes_5UTRs
DLPFC	Heritable	1.1842240524870844	0.061737700085834124	0.1481704802060019	hg38_genes_3UTRs
DLPFC	Heritable	1.1217782119719166	0.12236854545701037	0.24473709091402074	hg38_cpg_shelves
DLPFC	Non-heritable	1.2219336015294568	8.620249360842342e-05	0.0010344299233010811	hg38_genes_promoters
DLPFC	Non-heritable	1.0748157512507397	0.13451281138232585	0.16141537365879102	hg38_genes_exons
DLPFC	Non-heritable	0.8828283436740758	0.0055838142161454985	0.013401154118749196	hg38_genes_introns
DLPFC	Non-heritable	0.8721347093970668	0.0022312033561673874	0.006693610068502162	hg38_cpg_inter
DLPFC	Non-heritable	1.0910442435775451	0.05812799728694402	0.07750399638259202	hg38_genes_1to5kb
DLPFC	Non-heritable	1.130941748649752	0.017608582749791806	0.028232308680381426	hg38_genes_intergenic
DLPFC	Non-heritable	1.2822633279526428	0.0012543101554662321	0.0050172406218649285	hg38_cpg_islands
DLPFC	Non-heritable	1.1267340364302871	0.011289187470267109	0.022578374940534218	hg38_cpg_shores
DLPFC	Non-heritable	0.7749167669255168	0.0002475488639828219	0.0014852931838969315	hg38_enhancers_fantom
DLPFC	Non-heritable	1.1109594017361677	0.2578013032756444	0.27173359694217536	hg38_genes_5UTRs
DLPFC	Non-heritable	0.903603147309979	0.27173359694217536	0.27173359694217536	hg38_genes_3UTRs
DLPFC	Non-heritable	0.8384843459470325	0.018821539120254284	0.028232308680381426	hg38_cpg_shelves
DLPFC	Low prediction	0.7781958474259213	0.002342572375940303	0.006258076797595515	hg38_genes_promoters
DLPFC	Low prediction	0.7346067407176606	7.296653053367379e-05	0.0008755983664040855	hg38_genes_exons
DLPFC	Low prediction	0.9927704502922735	0.9393724437214876	0.9393724437214876	hg38_genes_introns
DLPFC	Low prediction	1.3025072959892021	0.0003377109182082066	0.0020262655092492397	hg38_cpg_inter
DLPFC	Low prediction	0.7990836197021765	0.0031290383987977576	0.006258076797595515	hg38_genes_1to5kb
DLPFC	Low prediction	1.1654631083202511	0.09033735312266206	0.1204498041635494	hg38_genes_intergenic
DLPFC	Low prediction	0.702201539956642	0.002643710084894096	0.006258076797595515	hg38_cpg_islands
DLPFC	Low prediction	0.7703727657097585	0.0006645429082028384	0.0026581716328113536	hg38_cpg_shores
DLPFC	Low prediction	1.319919382552081	0.03573385696847471	0.05360078545271207	hg38_enhancers_fantom
DLPFC	Low prediction	0.7262920174294523	0.02499735163763511	0.04285260280737447	hg38_genes_5UTRs
DLPFC	Low prediction	0.8118649704830797	0.15988095697409635	0.1918571483689156	hg38_genes_3UTRs
DLPFC	Low prediction	1.191247340771936	0.22027321210044426	0.240298049564121	hg38_cpg_shelves
Hippocampus	Heritable	0.813906249002547	6.535512344631239e-05	0.00072064104184933	hg38_genes_intergenic
Hippocampus	Heritable	0.8778834839925721	0.002466434591730895	0.00493286918346179	hg38_cpg_inter
Hippocampus	Heritable	1.0883545770567786	0.09110174919822722	0.09938372639806606	hg38_genes_promoters
Hippocampus	Heritable	1.189610845976684	0.00012010684030822167	0.00072064104184933	hg38_genes_1to5kb
Hippocampus	Heritable	1.1543764609746265	0.0012178963013713883	0.004586002591893153	hg38_genes_introns
Hippocampus	Heritable	1.1540889665889666	0.0015286675306310509	0.004586002591893153	hg38_cpg_shores
Hippocampus	Heritable	1.1542478582680564	0.0023591160224946876	0.00493286918346179	hg38_genes_exons
Hippocampus	Heritable	0.9098041287685629	0.16980619339968175	0.16980619339968175	hg38_cpg_islands
Hippocampus	Heritable	1.199933070035274	0.011115273695186948	0.019054754906034768	hg38_enhancers_fantom
Hippocampus	Heritable	1.1488824490550915	0.06211547321613512	0.07453856785936214	hg38_cpg_shelves
Hippocampus	Heritable	1.2556285058643548	0.016703997732013857	0.025055996598020786	hg38_genes_5UTRs
Hippocampus	Heritable	1.2171107645716093	0.02910057206322719	0.03880076275096959	hg38_genes_3UTRs
Hippocampus	Non-heritable	1.228419419167617	0.00011859431754022198	0.0007115659052413319	hg38_genes_intergenic
Hippocampus	Non-heritable	1.0420677556932485	0.35291050068955077	0.38499327347950996	hg38_cpg_inter
Hippocampus	Non-heritable	1.065719696969697	0.21923134291517182	0.32884701437275776	hg38_genes_promoters
Hippocampus	Non-heritable	0.9524068666788049	0.297195072841759	0.35663408741011077	hg38_genes_1to5kb
Hippocampus	Non-heritable	0.8201553426755148	1.7641441230908885e-05	0.00021169729477090663	hg38_genes_introns
Hippocampus	Non-heritable	0.9489534837861918	0.2566923044377476	0.3422564059169968	hg38_cpg_shores
Hippocampus	Non-heritable	0.958713012351376	0.39529273376713014	0.39529273376713014	hg38_genes_exons
Hippocampus	Non-heritable	1.2456787725771994	0.002343399270555358	0.007030197811666074	hg38_cpg_islands
Hippocampus	Non-heritable	0.7619887143876566	0.0001955084851536441	0.0007820339406145764	hg38_enhancers_fantom
Hippocampus	Non-heritable	0.8403508771929824	0.019517889723471495	0.04684293533633158	hg38_cpg_shelves
Hippocampus	Non-heritable	0.8157475601543543	0.033494725951997525	0.06698945190399505	hg38_genes_5UTRs
Hippocampus	Non-heritable	0.8540837269108084	0.08153238758286828	0.13976980728491703	hg38_genes_3UTRs
Hippocampus	Low prediction	1.0395672650436154	0.676582195273136	0.676582195273136	hg38_genes_intergenic
Hippocampus	Low prediction	1.268643249821646	0.0005958267298189203	0.001787480189456761	hg38_cpg_inter
Hippocampus	Low prediction	0.6995201258744195	3.709633781253963e-06	3.171568650014653e-05	hg38_genes_promoters
Hippocampus	Low prediction	0.7226963223376759	5.285947750024421e-06	3.171568650014653e-05	hg38_genes_1to5kb
Hippocampus	Low prediction	1.1152859025371855	0.1291680319225705	0.19375204788385578	hg38_genes_introns
Hippocampus	Low prediction	0.7855571367327983	0.0007449063406025036	0.0017877752174460086	hg38_cpg_shores
Hippocampus	Low prediction	0.7685046596818129	0.00040263734776263397	0.0016105493910505359	hg38_genes_exons
Hippocampus	Low prediction	0.7679285523860304	0.013609617467840483	0.027219234935680965	hg38_cpg_islands
Hippocampus	Low prediction	1.2560045995312017	0.07071337617789536	0.12122293059067775	hg38_enhancers_fantom
Hippocampus	Low prediction	1.0779885576633543	0.5913817238903256	0.6459891107834406	hg38_cpg_shelves
Hippocampus	Low prediction	0.920819794348089	0.5921566848848205	0.6459891107834406	hg38_genes_5UTRs
Hippocampus	Low prediction	0.8900366092669518	0.38443127503575547	0.5125750333810073	hg38_genes_3UTRs
