annotation	source_module	adjustment	outcome	outcome_scale	annotation_type	n_vmrs	n_annotated	estimate	se	se_bootstrap	se_jackknife	z	p	ci_lower	ci_upper	n_bootstrap_failed	mean_annotated	mean_other	frac_gain_with_age_annotated	frac_gain_with_age_other	covariates	q	estimate_meaning	reason	cohort	region	run_id	spec	role	n_bootstrap	inference
h3k27me3_any	04_repeat_repressive_architecture	technical	debiased_sq_beta	relative_to_mean	indicator	11099	1554	0.019272153648072	0.210200472060329	0.17323374045771	0.119055909645073	0.0916846354300328	0.926948605120153	-0.39271320112349	0.431257508419634	0	1.26164179821054	0.957402686807839	0.638352638352638	0.431430068098481	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.926948605120153	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	caudate	age-AA-caudate-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
h3k27me3_any	04_repeat_repressive_architecture	technical	signed_beta_age	raw	indicator	11099	1554	0.00394856458324198	0.000736471430475897	0.000702736817492163	0.000220343216932584	5.36146335057489	8.25504723017004e-08	0.00250510710386653	0.00539202206261744	0	0.0026623820342754	-0.00121209429981758	0.638352638352638	0.431430068098481	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	3.85235537407935e-07	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	caudate	age-AA-caudate-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
h3k27me3_any	04_repeat_repressive_architecture	technical_score	debiased_sq_beta	relative_to_mean	indicator	11099	1554	0.0228055947509837	0.208589581792837	0.172810075249182	0.116817342568998	0.109332376789716	0.91293886754767	-0.386022473113248	0.431633662615216	0	1.26164179821054	0.957402686807839	0.638352638352638	0.431430068098481	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.948314318363272	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	caudate	age-AA-caudate-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
h3k27me3_any	04_repeat_repressive_architecture	technical_score	signed_beta_age	raw	indicator	11099	1554	0.00394220641554972	0.000735291667358851	0.000701494682429857	0.000220361173099966	5.36141859149584	8.25709326518168e-08	0.00250106122939396	0.00538335160170547	0	0.0026623820342754	-0.00121209429981758	0.638352638352638	0.431430068098481	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	5.77996528562717e-07	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	caudate	age-AA-caudate-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
bivalent_any	04_repeat_repressive_architecture	technical	debiased_sq_beta	relative_to_mean	indicator	11099	356	0.108214441963475	0.246340849145017	0.151732890603144	0.194064277667742	0.439287443958475	0.660453270984923	-0.374604750281773	0.591033634208722	0	1.44354066583218	0.985302012749115	0.632022471910112	0.454714697942847	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.840576890344447	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	caudate	age-AA-caudate-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
bivalent_any	04_repeat_repressive_architecture	technical	signed_beta_age	raw	indicator	11099	356	0.00321131048703482	0.00115676128288419	0.00106367388366133	0.0004546367063895	2.77612203533296	0.00550115557425496	0.000944100033871456	0.00547852094019818	0	0.00245257890005939	-0.000773081680993757	0.632022471910112	0.454714697942847	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.0110023111485099	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	caudate	age-AA-caudate-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
bivalent_any	04_repeat_repressive_architecture	technical_score	debiased_sq_beta	relative_to_mean	indicator	11099	356	0.099217371653466	0.245538460741907	0.15258465788082	0.192372185834902	0.404080775588784	0.686153321260943	-0.382029168220074	0.580463911527006	0	1.44354066583218	0.985302012749115	0.632022471910112	0.454714697942847	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.873286045241201	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	caudate	age-AA-caudate-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
bivalent_any	04_repeat_repressive_architecture	technical_score	signed_beta_age	raw	indicator	11099	356	0.00322805870750425	0.00116167943681652	0.00106725774809572	0.00045875921031842	2.77878613083698	0.00545624357864003	0.000951208849763108	0.00550490856524539	0	0.00245257890005939	-0.000773081680993757	0.632022471910112	0.454714697942847	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.0109124871572801	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	caudate	age-AA-caudate-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
h3k9me3_any	04_repeat_repressive_architecture	technical	debiased_sq_beta	relative_to_mean	indicator	11099	860	-0.0350177773882015	0.141120861143878	0.0980250498842163	0.101519392458715	-0.2481403323673	0.804025830529314	-0.31160958269748	0.241574027921077	0	0.446658048149635	1.04647661671953	0.566279069767442	0.451508936419572	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.876915233067128	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	caudate	age-AA-caudate-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
h3k9me3_any	04_repeat_repressive_architecture	technical	signed_beta_age	raw	indicator	11099	860	0.00157260009359057	0.00039771643328348	0.000301962895497707	0.000258837344767663	3.95407371178365	7.68317221287085e-05	0.000793090208295217	0.00235210997888591	0	0.00108900087616141	-0.000817329735715754	0.566279069767442	0.451508936419572	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.00026891102745048	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	caudate	age-AA-caudate-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
h3k9me3_any	04_repeat_repressive_architecture	technical_score	debiased_sq_beta	relative_to_mean	indicator	11099	860	0.00923807344130942	0.142510593704084	0.0968945268945894	0.104502248663673	0.0648237664386678	0.948314318363272	-0.270077557634115	0.288553704516734	0	0.446658048149635	1.04647661671953	0.566279069767442	0.451508936419572	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.948314318363272	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	caudate	age-AA-caudate-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
h3k9me3_any	04_repeat_repressive_architecture	technical_score	signed_beta_age	raw	indicator	11099	860	0.00149584499376847	0.000393074129582688	0.000296565097180438	0.000257985298964002	3.80550354549293	0.000141515986995648	0.00072543385653197	0.00226625613100497	0	0.00108900087616141	-0.000817329735715754	0.566279069767442	0.451508936419572	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.000495305954484769	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	caudate	age-AA-caudate-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
quiescent_any	04_repeat_repressive_architecture	technical	debiased_sq_beta	relative_to_mean	indicator	11099	3867	-0.241288335545366	0.109380669110558	0.0704367837639231	0.0836826760331418	-2.20595044359694	0.0273874697157038	-0.455670507606952	-0.0269061634837787	0	0.51890465115978	1.25724498257261	0.515386604603051	0.43100110619469	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.0996407654552528	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	caudate	age-AA-caudate-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
quiescent_any	04_repeat_repressive_architecture	technical	signed_beta_age	raw	indicator	11099	3867	0.00113327313176831	0.000333279789538803	0.000259915242841055	0.000208613241799039	3.40036560073609	0.000672958090662769	0.000480056747497165	0.00178648951603945	0	0.000164059071685701	-0.00111539198571673	0.515386604603051	0.43100110619469	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.00157023554487979	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	caudate	age-AA-caudate-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
quiescent_any	04_repeat_repressive_architecture	technical_score	debiased_sq_beta	relative_to_mean	indicator	11099	3867	-0.189643467128889	0.110171952886856	0.0661702986662152	0.0880871771447326	-1.7213407056844	0.0851890170548443	-0.405576526893571	0.0262895926357921	0	0.51890465115978	1.25724498257261	0.515386604603051	0.43100110619469	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.298161559691955	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	caudate	age-AA-caudate-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
quiescent_any	04_repeat_repressive_architecture	technical_score	signed_beta_age	raw	indicator	11099	3867	0.00104635496325225	0.000344888177847011	0.000266675467590347	0.000218705395919034	3.03389629005027	0.00241417406387479	0.000370386555978459	0.00172232337052603	0	0.000164059071685701	-0.00111539198571673	0.515386604603051	0.43100110619469	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.00563307281570783	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	caudate	age-AA-caudate-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
accessible_any	04_repeat_repressive_architecture	technical	debiased_sq_beta	relative_to_mean	indicator	11099	5343	0.219628827314339	0.1170789297532	0.0930152112455348	0.0711030679303171	1.87590395451438	0.060668469548028	-0.00984165835042819	0.449099312979106	0	1.29113107659047	0.729757932205897	0.391540333146173	0.524322446143155	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.169871714734478	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	caudate	age-AA-caudate-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
accessible_any	04_repeat_repressive_architecture	technical	signed_beta_age	raw	indicator	11099	5343	-0.00220743252494747	0.000369990533986787	0.00029027115034128	0.000229424616201876	-5.96618648904759	2.42862697769317e-09	-0.00293260064618232	-0.00148226440371263	0	-0.00187928993781682	0.000453257075618572	0.391540333146173	0.524322446143155	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	3.40007776877044e-08	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	caudate	age-AA-caudate-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
accessible_any	04_repeat_repressive_architecture	technical_score	debiased_sq_beta	relative_to_mean	indicator	11099	5343	0.173894907582772	0.11324461276345	0.0882306304404784	0.0709908316053528	1.5355689188148	0.124644142013527	-0.0480604548767758	0.395850270042319	0	1.29113107659047	0.729757932205897	0.391540333146173	0.524322446143155	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.349003597637876	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	caudate	age-AA-caudate-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
accessible_any	04_repeat_repressive_architecture	technical_score	signed_beta_age	raw	indicator	11099	5343	-0.00214195103147905	0.000384395966211646	0.000305035147184453	0.000233909849775386	-5.57225158366959	2.51467918601264e-08	-0.00289535328105635	-0.00138854878190175	0	-0.00187928993781682	0.000453257075618572	0.391540333146173	0.524322446143155	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	3.52055086041769e-07	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	caudate	age-AA-caudate-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
h3k27ac_any	04_repeat_repressive_architecture	technical	debiased_sq_beta	relative_to_mean	indicator	11099	5715	0.267532080460575	0.122118100024797	0.0975454388214651	0.0734691616856635	2.19076517245397	0.0284687901300722	0.028185002551513	0.506879158369638	0	1.29875418280742	0.682878871704233	0.394925634295713	0.529903417533432	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.0996407654552528	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	caudate	age-AA-caudate-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
h3k27ac_any	04_repeat_repressive_architecture	technical	signed_beta_age	raw	indicator	11099	5715	-0.0020584596418338	0.000382070450767773	0.000316953363754722	0.00021335040322075	-5.38764418367688	7.13872020252289e-08	-0.00280730396489562	-0.00130961531877198	0	-0.00179168221146515	0.000521427456914663	0.394925634295713	0.529903417533432	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	3.85235537407935e-07	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	caudate	age-AA-caudate-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
h3k27ac_any	04_repeat_repressive_architecture	technical_score	debiased_sq_beta	relative_to_mean	indicator	11099	5715	0.214018342487658	0.117743626646248	0.0911143239942403	0.0745770848108426	1.81766392444035	0.0691155147912487	-0.0167549251481185	0.444791610123434	0	1.29875418280742	0.682878871704233	0.394925634295713	0.529903417533432	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.298161559691955	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	caudate	age-AA-caudate-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
h3k27ac_any	04_repeat_repressive_architecture	technical_score	signed_beta_age	raw	indicator	11099	5715	-0.00198466649382546	0.000393389632048916	0.000328454463861009	0.000216501888613839	-5.04504016409531	4.53426111044626e-07	-0.0027556960045328	-0.00121363698311812	0	-0.00179168221146515	0.000521427456914663	0.394925634295713	0.529903417533432	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	2.11598851820826e-06	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	caudate	age-AA-caudate-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
line_l1_any	04_repeat_repressive_architecture	technical	debiased_sq_beta	relative_to_mean	indicator	11204	1647	-0.137270099704629	0.0969246472521148	0.0699225400012339	0.0671209776800273	-1.41625586057146	0.156700606091019	-0.327238917533023	0.052698718123765	0	0.224813418676909	1.13359132567114	0.513054037644202	0.451187611175055	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.365634747545711	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	caudate	age-AA-caudate-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
line_l1_any	04_repeat_repressive_architecture	technical	signed_beta_age	raw	indicator	11204	1647	0.000546884397833371	0.000325762145422258	0.000262262278842224	0.000193234242531174	1.67878436926577	0.0931940759828124	-9.15976747207547e-05	0.0011853664703875	0	3.88140399242765e-05	-0.000794662777683653	0.513054037644202	0.451187611175055	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.118610642159943	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	caudate	age-AA-caudate-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
line_l1_any	04_repeat_repressive_architecture	technical_score	debiased_sq_beta	relative_to_mean	indicator	11204	1647	-0.0804061368191579	0.101889922452125	0.0710969794884758	0.0729847641971616	-0.789147099968973	0.430026036177467	-0.280106715212902	0.119294441574586	0	0.224813418676909	1.13359132567114	0.513054037644202	0.451187611175055	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.668929389609394	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	caudate	age-AA-caudate-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
line_l1_any	04_repeat_repressive_architecture	technical_score	signed_beta_age	raw	indicator	11204	1647	0.000440705674432238	0.000333363095441142	0.000277326507863175	0.00018498908464695	1.3219989868676	0.186168488283074	-0.000212673986407189	0.00109408533527166	0	3.88140399242765e-05	-0.000794662777683653	0.513054037644202	0.451187611175055	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation,local_snp_contribution_score_z	0.236941712360276	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	caudate	age-AA-caudate-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
genomic_promoter	04_repeat_repressive_architecture	technical	debiased_sq_beta	relative_to_mean	indicator	11204	4113	0.0263993219837268	0.112380482868549	0.0888048940664014	0.0688699043096734	0.234910202464657	0.814278430705191	-0.193862377003851	0.246661020971304	0	1.12849070918799	0.925471402215454	0.535861901288597	0.416443378931039	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.876915233067128	adjusted difference in debiased squared age slope, in units of the region mean (per SD if continuous)	""	AA	caudate	age-AA-caudate-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
genomic_promoter	04_repeat_repressive_architecture	technical	signed_beta_age	raw	indicator	11204	4113	0.00185746596673013	0.000694214180560578	0.000670753604688776	0.000178949518826981	2.67563818017981	0.00745871192975912	0.000496831175274407	0.00321810075818585	0	0.000609287699962493	-0.00141540907523807	0.535861901288597	0.416443378931039	vmr_length,cpg_count,cpg_density,gc_content,mappability,mean_methylation	0.012147351060288	adjusted difference in signed age slope, methylation fraction per decade (per SD if continuous)	""	AA	caudate	age-AA-caudate-20260919	primary	descriptive	1000	donor_bootstrap_var_plus_chromosome_jackknife_var
