term	estimate	std.error	statistic	p.value	conf.low	conf.high	model	estimate_scale	cohort	tissue	modality	population	vmr_set	run_tag
h2_categoryNon-heritable	0.127994982890475	0.0377578542822689	3.38989027113708	0.000704690310527018	0.0539727936584624	0.202017172122487	strength_category	log_abs_beta	all_individuals	hippocampus	psi	EA	EA_only	window_250kb
h2_categoryLow prediction	-0.366375051989661	0.168109004449903	-2.1793898142966	0.029349849214457	-0.695943476243037	-0.0368066277362846	strength_category	log_abs_beta	all_individuals	hippocampus	psi	EA	EA_only	window_250kb
log_vmr_length	-0.100951480389587	0.0149969026477846	-6.7314886787306	1.87071771258833e-11	-0.130352080259207	-0.0715508805199678	strength_category	log_abs_beta	all_individuals	hippocampus	psi	EA	EA_only	window_250kb
log_num_snps	-0.173259900587389	0.0289536259275591	-5.98404845807151	2.3302518724757e-09	-0.230021886089546	-0.116497915085233	strength_category	log_abs_beta	all_individuals	hippocampus	psi	EA	EA_only	window_250kb
methylation_variance	-3.12431230244479	2.18799860555252	-1.42793157843711	0.153374830648929	-7.41376279952044	1.16513819463085	strength_category	log_abs_beta	all_individuals	hippocampus	psi	EA	EA_only	window_250kb
log_min_distance	-0.0319141356570802	0.00277198801437334	-11.5130857318281	2.75368791135155e-30	-0.0373484651561791	-0.0264798061579812	strength_category	log_abs_beta	all_individuals	hippocampus	psi	EA	EA_only	window_250kb
chromatin_stateGenic/other	-0.0727166719578873	0.0516573077353037	-1.40767444425276	0.159290476214095	-0.173987972488188	0.0285546285724133	strength_category	log_abs_beta	all_individuals	hippocampus	psi	EA	EA_only	window_250kb
chromatin_stateIntergenic	-0.120958080604672	0.056868908652666	-2.12696328222929	0.0334726003047456	-0.23244643707313	-0.00946972413621473	strength_category	log_abs_beta	all_individuals	hippocampus	psi	EA	EA_only	window_250kb
chromatin_statePromoter	0.087912244136914	0.0556022425609932	1.58109169860331	0.113921156735623	-0.0210928833739169	0.196917371647745	strength_category	log_abs_beta	all_individuals	hippocampus	psi	EA	EA_only	window_250kb
(Intercept)	0.914479111244398	1.9674641492659	-0.0454395335073127	0.963756970333261	0.0169566043478676	38.840561644288	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	hippocampus	psi	EA	EA_only	window_250kb
h2_scaled	0.874587721317296	0.129554659388324	-1.03433315276113	0.300980443233719	0.663264240057824	1.10572459457207	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	hippocampus	psi	EA	EA_only	window_250kb
log_vmr_length	0.91613751044587	0.167045087872274	-0.524342296541225	0.60004048328038	0.661325752649727	1.27379160792665	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	hippocampus	psi	EA	EA_only	window_250kb
log_num_snps	0.433082261435137	0.272658302286696	-3.06914398639502	0.00214673099096735	0.260013775217917	0.756748192540018	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	hippocampus	psi	EA	EA_only	window_250kb
methylation_variance	5315399347164150000	12.9806094422867	3.32165758552715	0.000894844353568667	8780137.38347014	1.7570677972764e+29	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	hippocampus	psi	EA	EA_only	window_250kb
log_min_distance	0.966261426276021	0.032559320513414	-1.05410227322152	0.291836095534424	0.905319726393052	1.02926510097074	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	hippocampus	psi	EA	EA_only	window_250kb
chromatin_stateGenic/other	1.37106157689926	0.744162158068445	0.424081377973689	0.67150646590547	0.398083095529931	8.62181536740402	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	hippocampus	psi	EA	EA_only	window_250kb
chromatin_stateIntergenic	1.24904710384404	0.817397004665078	0.272059895508497	0.785575965556882	0.29125881440719	8.56431810015129	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	hippocampus	psi	EA	EA_only	window_250kb
chromatin_statePromoter	1.63107136021348	0.76334750063695	0.640910037307562	0.521581134150637	0.447276930715628	10.4902936993858	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	hippocampus	psi	EA	EA_only	window_250kb
