term	estimate	std.error	statistic	p.value	conf.low	conf.high	model	estimate_scale	cohort	tissue	modality	population	vmr_set	run_tag
(Intercept)	-0.600481178874644	0.369373209500099	-1.62567604642286	0.10409468285668	-1.3246510314677	0.123688673718416	strength_category	log_abs_beta	all_individuals	hippocampus	expression	EA	shared	nearest_gene_window_250kb
h2_categoryNon-heritable	0.0268808072637186	0.0686825227676828	0.391377692322724	0.695538215680347	-0.107773821467224	0.161535435994661	strength_category	log_abs_beta	all_individuals	hippocampus	expression	EA	shared	nearest_gene_window_250kb
h2_categoryLow prediction	0.109448317832801	0.395599790236362	0.276664246377401	0.78205173563744	-0.666139717284931	0.885036352950533	strength_category	log_abs_beta	all_individuals	hippocampus	expression	EA	shared	nearest_gene_window_250kb
log_vmr_length	0.0132925554000667	0.0281186605059924	0.472730747513166	0.636430200963976	-0.0418351195639546	0.068420230364088	strength_category	log_abs_beta	all_individuals	hippocampus	expression	EA	shared	nearest_gene_window_250kb
log_num_snps	-0.183796884213894	0.0542171127278176	-3.39001608471106	0.000705421972845934	-0.290091541006307	-0.0775022274214815	strength_category	log_abs_beta	all_individuals	hippocampus	expression	EA	shared	nearest_gene_window_250kb
methylation_variance	-7.34492843366127	4.14917522086536	-1.77021408898933	0.0767650488394514	-15.4795400697985	0.789683202475926	strength_category	log_abs_beta	all_individuals	hippocampus	expression	EA	shared	nearest_gene_window_250kb
log_min_distance	-0.0721848766402725	0.00680367925015335	-10.6096824947539	5.77198209194739e-26	-0.0855237417039898	-0.0588460115765551	strength_category	log_abs_beta	all_individuals	hippocampus	expression	EA	shared	nearest_gene_window_250kb
chromatin_stateGenic/other	-0.259773410170919	0.0956623987648327	-2.71552264552263	0.00664458599227364	-0.447323084674881	-0.0722237356669565	strength_category	log_abs_beta	all_individuals	hippocampus	expression	EA	shared	nearest_gene_window_250kb
chromatin_stateIntergenic	-0.0275082811307311	0.111884491152543	-0.245863218819367	0.805800301900562	-0.246861968354126	0.191845406092664	strength_category	log_abs_beta	all_individuals	hippocampus	expression	EA	shared	nearest_gene_window_250kb
chromatin_statePromoter	0.0455558446505606	0.102190101084794	0.445795083544932	0.655768579254525	-0.154791631927935	0.245903321229056	strength_category	log_abs_beta	all_individuals	hippocampus	expression	EA	shared	nearest_gene_window_250kb
(Intercept)	0.0244947777150503	1.39435078844793	-2.66023110494936	0.00780870510016225	0.00149980014421376	0.358239243393371	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	hippocampus	expression	EA	shared	nearest_gene_window_250kb
h2_scaled	1.4127368694409	0.0594996080797771	5.80724606950869	6.35087656945538e-09	1.25462712995533	1.58505243926764	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	hippocampus	expression	EA	shared	nearest_gene_window_250kb
log_vmr_length	1.26125382215489	0.113089955072786	2.05240441541928	0.0401303757821218	1.01131456028053	1.57579793203889	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	hippocampus	expression	EA	shared	nearest_gene_window_250kb
log_num_snps	0.621336699012843	0.200936308574627	-2.36832337037025	0.0178689102771087	0.421915416232464	0.929169343453011	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	hippocampus	expression	EA	shared	nearest_gene_window_250kb
methylation_variance	25553026742.8325	10.5046876771241	2.28126931010828	0.0225325155973395	11.4168711194933	10935632262159700000	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	hippocampus	expression	EA	shared	nearest_gene_window_250kb
log_min_distance	0.959282274361418	0.0285846831628557	-1.45427202296692	0.145870903772797	0.904757402691019	1.01235368698325	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	hippocampus	expression	EA	shared	nearest_gene_window_250kb
chromatin_stateGenic/other	0.744956165430364	0.490474196888483	-0.600296412227102	0.548308709374972	0.310721953738361	2.21195770720332	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	hippocampus	expression	EA	shared	nearest_gene_window_250kb
chromatin_stateIntergenic	0.889306894278115	0.565365094819134	-0.207499350781044	0.835619899641155	0.309542970555163	2.96043330738922	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	hippocampus	expression	EA	shared	nearest_gene_window_250kb
chromatin_statePromoter	3.36102568047225	0.476700036351633	2.54299579818627	0.0109906550773633	1.45154967145347	9.78264043743303	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	hippocampus	expression	EA	shared	nearest_gene_window_250kb
