h2_quintile	n	n_in_peak	frac	h2_median	ci_lo	ci_hi	cell_type	tissue
Q4	335	32	0.0955223880597015	0.387798779108146	0.0681499848603837	0.132065948150913	Endo	Caudate
Q5	335	13	0.0388059701492537	0.692700574401096	0.02218875884442	0.0658803308252873	Endo	Caudate
Q1	336	99	0.294642857142857	0.0546461016209637	0.248384914870756	0.345543381933046	Micro	Caudate
Q2	335	94	0.280597014925373	0.0874689117963617	0.235117478607443	0.331051311623777	Micro	Caudate
Q3	335	75	0.223880597014925	0.14659212439396	0.182408400780584	0.271613546109047	Micro	Caudate
Q4	335	32	0.0955223880597015	0.387798779108146	0.0681499848603837	0.132065948150913	Micro	Caudate
Q5	335	20	0.0597014925373134	0.692700574401096	0.0385019314260164	0.090884416316908	Micro	Caudate
Q1	164	120	0.731707317073171	0.0915670765669809	0.658960277950485	0.793847988457585	Union	DLPFC
Q2	164	111	0.676829268292683	0.111064326134791	0.601799124862292	0.74376507844913	Union	DLPFC
Q3	164	108	0.658536585365854	0.128312149321074	0.582987038583715	0.726829143695491	Union	DLPFC
Q4	164	96	0.585365853658537	0.15838178145076	0.508829105857235	0.657994992293107	Union	DLPFC
Q5	164	69	0.420731707317073	0.387091300554336	0.347816096541404	0.497275812318993	Union	DLPFC
Q1	164	62	0.378048780487805	0.0915670765669809	0.307376504085814	0.454303355699412	Exc	DLPFC
Q2	164	70	0.426829268292683	0.111064326134791	0.353638325003187	0.503369590867949	Exc	DLPFC
Q3	164	55	0.335365853658537	0.128312149321074	0.267512834628187	0.410754976081868	Exc	DLPFC
Q4	164	56	0.341463414634146	0.15838178145076	0.273170856304509	0.417012961416285	Exc	DLPFC
Q5	164	37	0.225609756097561	0.387091300554336	0.168041285480322	0.295738399036437	Exc	DLPFC
Q1	164	59	0.359756097560976	0.0915670765669809	0.290219315013469	0.435712523739541	Inh	DLPFC
Q2	164	69	0.420731707317073	0.111064326134791	0.347816096541404	0.497275812318993	Inh	DLPFC
Q3	164	52	0.317073170731707	0.128312149321074	0.250615374559293	0.391904415118547	Inh	DLPFC
Q4	164	44	0.268292682926829	0.15838178145076	0.206152011542415	0.341039722049515	Inh	DLPFC
Q5	164	23	0.140243902439024	0.387091300554336	0.0946846143053226	0.202270972061095	Inh	DLPFC
Q1	164	75	0.457317073170732	0.0915670765669809	0.382914627729397	0.533673323195432	Astro	DLPFC
Q2	164	66	0.402439024390244	0.111064326134791	0.330416518410213	0.478927369417968	Astro	DLPFC
Q3	164	69	0.420731707317073	0.128312149321074	0.347816096541404	0.497275812318993	Astro	DLPFC
Q4	164	48	0.292682926829268	0.15838178145076	0.228271101088744	0.366584660546141	Astro	DLPFC
Q5	164	32	0.195121951219512	0.387091300554336	0.141348504982945	0.26285114448012	Astro	DLPFC
Q1	164	62	0.378048780487805	0.0915670765669809	0.307376504085814	0.454303355699412	Oligo	DLPFC
Q2	164	56	0.341463414634146	0.111064326134791	0.273170856304509	0.417012961416285	Oligo	DLPFC
Q3	164	65	0.396341463414634	0.128312149321074	0.32463926689946	0.472788613917982	Oligo	DLPFC
Q4	164	46	0.280487804878049	0.15838178145076	0.217182402050816	0.353841345562591	Oligo	DLPFC
Q5	164	25	0.152439024390244	0.387091300554336	0.104876277951253	0.215911322436642	Oligo	DLPFC
Q1	164	69	0.420731707317073	0.0915670765669809	0.347816096541404	0.497275812318993	OPC	DLPFC
Q2	164	59	0.359756097560976	0.111064326134791	0.290219315013469	0.435712523739541	OPC	DLPFC
Q3	164	73	0.445121951219512	0.128312149321074	0.371171269569407	0.521584667333945	OPC	DLPFC
Q4	164	45	0.274390243902439	0.15838178145076	0.211659779142223	0.347447961460446	OPC	DLPFC
Q5	164	32	0.195121951219512	0.387091300554336	0.141348504982945	0.26285114448012	OPC	DLPFC
Q1	164	62	0.378048780487805	0.0915670765669809	0.307376504085814	0.454303355699412	Endo	DLPFC
Q2	164	48	0.292682926829268	0.111064326134791	0.228271101088744	0.366584660546141	Endo	DLPFC
Q3	164	49	0.298780487804878	0.128312149321074	0.233836660327631	0.372935108317992	Endo	DLPFC
Q4	164	38	0.231707317073171	0.15838178145076	0.173435528985813	0.302260162541685	Endo	DLPFC
Q5	164	23	0.140243902439024	0.387091300554336	0.0946846143053226	0.202270972061095	Endo	DLPFC
Q1	164	40	0.24390243902439	0.0915670765669809	0.184275773457767	0.315251932091209	Micro	DLPFC
Q2	164	40	0.24390243902439	0.111064326134791	0.184275773457767	0.315251932091209	Micro	DLPFC
Q3	164	35	0.213414634146341	0.128312149321074	0.15730688397114	0.282640786524142	Micro	DLPFC
Q4	164	36	0.219512195121951	0.15838178145076	0.162664904689176	0.289198772816845	Micro	DLPFC
Q5	164	30	0.182926829268293	0.387091300554336	0.130812255812619	0.24955537962897	Micro	DLPFC
Q1	219	147	0.671232876712329	0.0972952068919322	0.606463095159296	0.730099052642597	Union	Hippocampus
Q2	218	140	0.642201834862385	0.116115515684701	0.576565684246347	0.702913184715258	Union	Hippocampus
Q3	218	139	0.637614678899083	0.141802604930977	0.571888312654605	0.698575108921141	Union	Hippocampus
Q4	218	107	0.490825688073395	0.214053666971719	0.425199666041532	0.556769439186752	Union	Hippocampus
Q5	219	69	0.315068493150685	0.541623778850462	0.257099011588484	0.379413868785471	Union	Hippocampus
Q1	219	82	0.374429223744292	0.0972952068919322	0.312977015516859	0.440210742761753	Exc	Hippocampus
Q2	218	70	0.321100917431193	0.116115515684701	0.262604279795124	0.385793272156405	Exc	Hippocampus
Q3	218	67	0.307339449541284	0.141802604930977	0.249779132546704	0.371572077247251	Exc	Hippocampus
Q4	218	63	0.288990825688073	0.214053666971719	0.232773797710509	0.352515622540013	Exc	Hippocampus
Q5	219	40	0.182648401826484	0.541623778850462	0.136807816051571	0.23943033668892	Exc	Hippocampus
Q1	219	75	0.342465753424658	0.0972952068919322	0.282759898511115	0.407602925511143	Inh	Hippocampus
Q2	218	66	0.302752293577982	0.116115515684701	0.245517470056483	0.366818292351614	Inh	Hippocampus
Q3	218	67	0.307339449541284	0.141802604930977	0.249779132546704	0.371572077247251	Inh	Hippocampus
Q4	218	48	0.220183486238532	0.214053666971719	0.170076209081479	0.279981500381169	Inh	Hippocampus
Q5	219	23	0.105022831050228	0.541623778850462	0.0704526441019726	0.15321066830166	Inh	Hippocampus
Q1	219	90	0.410958904109589	0.0972952068919322	0.347859245244407	0.477128437898609	Astro	Hippocampus
Q2	218	80	0.36697247706422	0.116115515684701	0.305768960237987	0.432783065572125	Astro	Hippocampus
Q3	218	76	0.348623853211009	0.141802604930977	0.288428839742082	0.414061396524597	Astro	Hippocampus
Q4	218	61	0.279816513761468	0.214053666971719	0.224313356308402	0.342945169170404	Astro	Hippocampus
Q5	219	24	0.10958904109589	0.541623778850462	0.0742248382362794	0.158413464775404	Astro	Hippocampus
Q1	219	94	0.429223744292237	0.0972952068919322	0.365434353946615	0.495453291628602	Oligo	Hippocampus
Q2	218	86	0.394495412844037	0.116115515684701	0.331956792920547	0.460687917204714	Oligo	Hippocampus
Q3	218	77	0.353211009174312	0.141802604930977	0.292754781274337	0.4187509023782	Oligo	Hippocampus
Q4	218	44	0.201834862385321	0.214053666971719	0.153683266104416	0.2603126538148	Oligo	Hippocampus
Q5	219	18	0.0821917808219178	0.541623778850462	0.051933993870836	0.126854365492544	Oligo	Hippocampus
Q1	219	88	0.401826484018265	0.0972952068919322	0.339104835950723	0.467932865976192	OPC	Hippocampus
Q2	218	97	0.444954128440367	0.116115515684701	0.380497904193563	0.511316727176138	OPC	Hippocampus
Q3	218	92	0.422018348623853	0.141802604930977	0.358350456476461	0.488386937963949	OPC	Hippocampus
Q4	218	58	0.26605504587156	0.214053666971719	0.211677718571899	0.328534464749332	OPC	Hippocampus
Q5	219	27	0.123287671232877	0.541623778850462	0.0856580473841152	0.173905227451719	OPC	Hippocampus
Q1	219	68	0.310502283105023	0.0972952068919322	0.252844685671426	0.374693204094479	Endo	Hippocampus
Q2	218	65	0.298165137614679	0.116115515684701	0.241262635351401	0.362057679670837	Endo	Hippocampus
Q3	218	62	0.284403669724771	0.141802604930977	0.228539978847629	0.347733994017035	Endo	Hippocampus
Q4	218	48	0.220183486238532	0.214053666971719	0.170076209081479	0.279981500381169	Endo	Hippocampus
Q5	219	18	0.0821917808219178	0.541623778850462	0.051933993870836	0.126854365492544	Endo	Hippocampus
Q1	219	58	0.264840182648402	0.0972952068919322	0.210679538948442	0.327108444736958	Micro	Hippocampus
Q2	218	49	0.224770642201835	0.116115515684701	0.174197910729882	0.284875246118625	Micro	Hippocampus
Q3	218	57	0.261467889908257	0.141802604930977	0.207480957869769	0.323715778065604	Micro	Hippocampus
Q4	218	48	0.220183486238532	0.214053666971719	0.170076209081479	0.279981500381169	Micro	Hippocampus
Q5	219	27	0.123287671232877	0.541623778850462	0.0856580473841152	0.173905227451719	Micro	Hippocampus
Q1	701	566	0.807417974322397	0.066268312802198	0.776535350432408	0.834949678727381	Union	Pooled
Q2	700	486	0.694285714285714	0.107128300505188	0.659156470561696	0.727294194699972	Union	Pooled
Q3	700	467	0.667142857142857	0.136372148895166	0.631393178939364	0.701068055146041	Union	Pooled
Q4	700	335	0.478571428571429	0.24858940830609	0.441783331070201	0.515593433790645	Union	Pooled
Q5	701	136	0.194008559201141	0.614953755162202	0.16638843609421	0.224964052282706	Union	Pooled
Q1	701	323	0.46077032810271	0.066268312802198	0.424184276630912	0.497783991109719	Exc	Pooled
Q2	700	269	0.384285714285714	0.107128300505188	0.348970390849682	0.420864139398883	Exc	Pooled
Q3	700	256	0.365714285714286	0.136372148895166	0.330850657178736	0.402043735949229	Exc	Pooled
Q4	700	204	0.291428571428571	0.24858940830609	0.258957119748981	0.326176724896581	Exc	Pooled
Q5	701	64	0.0912981455064194	0.614953755162202	0.072030218347807	0.115021007386395	Exc	Pooled
Q1	701	294	0.419400855920114	0.066268312802198	0.383405178844679	0.456275080331525	Inh	Pooled
Q2	700	244	0.348571428571429	0.107128300505188	0.314174723904124	0.384621081112518	Inh	Pooled
Q3	700	224	0.32	0.136372148895166	0.28649252325626	0.355472301574842	Inh	Pooled
Q4	700	155	0.221428571428571	0.24858940830609	0.192199463328686	0.253698479862305	Inh	Pooled
Q5	701	43	0.0613409415121255	0.614953755162202	0.0456981708474902	0.0817651866159207	Inh	Pooled
Q1	701	343	0.489300998573467	0.066268312802198	0.452455261191911	0.526263357282806	Astro	Pooled
Q2	700	290	0.414285714285714	0.107128300505188	0.378355731293326	0.451151328150056	Astro	Pooled
Q3	700	260	0.371428571428571	0.136372148895166	0.33642003998893	0.407840549176143	Astro	Pooled
Q4	700	174	0.248571428571429	0.24858940830609	0.217956305678878	0.281931068688376	Astro	Pooled
Q5	701	39	0.0556348074179743	0.614953755162202	0.0407926715181234	0.07532061579847	Astro	Pooled
Q1	701	343	0.489300998573467	0.066268312802198	0.452455261191911	0.526263357282806	Oligo	Pooled
Q2	700	269	0.384285714285714	0.107128300505188	0.348970390849682	0.420864139398883	Oligo	Pooled
Q3	700	254	0.362857142857143	0.136372148895166	0.328067962258504	0.399143332850907	Oligo	Pooled
Q4	700	141	0.201428571428571	0.24858940830609	0.173339129287477	0.232777127773637	Oligo	Pooled
Q5	701	37	0.0527817403708987	0.614953755162202	0.0383569864838294	0.0720812657593553	Oligo	Pooled
Q1	701	397	0.566333808844508	0.066268312802198	0.5293825965869	0.602561968869853	OPC	Pooled
Q2	700	293	0.418571428571429	0.107128300505188	0.382564971609497	0.455466734861716	OPC	Pooled
Q3	700	295	0.421428571428571	0.136372148895166	0.385372684533564	0.458342119956203	OPC	Pooled
Q4	700	184	0.262857142857143	0.24858940830609	0.231580410823368	0.296722453636655	OPC	Pooled
Q5	701	41	0.0584878744650499	0.614953755162202	0.0432399845823061	0.078548337807696	OPC	Pooled
Q1	701	291	0.415121255349501	0.066268312802198	0.379201330805969	0.451966375760122	Endo	Pooled
Q2	700	222	0.317142857142857	0.107128300505188	0.283732205901491	0.352549520911057	Endo	Pooled
Q3	700	207	0.295714285714286	0.136372148895166	0.263077642162777	0.330580849510616	Endo	Pooled
Q4	700	139	0.198571428571429	0.24858940830609	0.170653689622246	0.229779469420314	Endo	Pooled
Q5	701	36	0.0513552068473609	0.614953755162202	0.0371437665126533	0.0704569681938271	Endo	Pooled
Q1	701	210	0.299572039942939	0.066268312802198	0.266812248219074	0.334516537873964	Micro	Pooled
Q2	700	169	0.241428571428571	0.107128300505188	0.211161322670264	0.274518306650605	Micro	Pooled
Q3	700	155	0.221428571428571	0.136372148895166	0.192199463328686	0.253698479862305	Micro	Pooled
Q4	700	138	0.197142857142857	0.24858940830609	0.169311840236833	0.22827976979645	Micro	Pooled
Q5	701	57	0.0813124108416548	0.614953755162202	0.0631611856322918	0.10402741734498	Micro	Pooled
