"","PC1","PC2","PC3","PC4","PC5","PC6"
"R12848",17.7642262031099,-6.60180645101146,-2.20117949517622,1.10685668637013,-0.821837610893382,-1.30594311362027
"R12851",2.3445831921522,-9.1948884350015,-3.00628904056307,9.14584634832734,-1.44306097579959,-3.28857323691688
"R12853",53.2527244864893,-4.15291227851798,-3.59094870382126,6.97715120048743,0.170395542361057,-3.03729952616234
"R12854",14.9573476503879,-13.5155929766251,0.911615885721833,1.61746999471887,0.807864947026507,-3.11584744164317
"R12855",-24.4370430966114,-7.79067223235661,-2.38553397870801,8.36615940435383,-0.0847230735803705,-4.32779470853549
"R12857",-13.9371379221651,-9.9200009761277,-0.881969779070916,9.42252217065227,-0.544371373905498,1.88190628449824
"R12858",-21.5847536285589,-9.97205523851769,-0.909878727082801,6.45062908609309,-0.780561239430498,-0.927414119386787
"R12861",17.3712594881738,-11.0835879589776,2.85518091284747,-2.35101993678944,-1.95403993011769,2.11014728632277
"R12935",-17.2598847724621,-7.32682298895571,-0.0773868129633344,8.60860122605266,-0.408314843758238,1.94333187586443
"R12939",-13.177690746343,-9.34944463269415,4.1621781118563,1.41301213198217,-1.79879712858383,4.50770289410844
"R12942",-3.85750876102098,-10.239617202928,0.821962672484133,6.16008094532962,-1.0670531298527,-0.498221453413098
"R12943",-21.8659128803051,-10.2849040472617,0.743929902098163,7.65757528676012,-0.46575122979857,-0.389063767032925
"R12945",-14.6125189243958,-12.668210303924,0.686610562432501,4.36679718291684,-0.966042040191951,0.239880689094129
"R12946",18.8159402948229,-11.5546448942788,0.420527913001368,4.38480476316805,4.38665606811783,1.18826556318761
"R12947",5.36530898636808,-10.5887356351062,1.16069406824842,2.11950154373998,-1.92077418957272,1.95781792794722
