"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13"
"R12929",21.4755332875683,-12.8004461301453,2.19249821842835,1.84856874981999,2.92807875640213,-2.67153758982249,-2.79857174935085,-1.96673048197093,2.29303922275617,4.85195651426047,-0.0889000968104296,2.17421808202117,0.702089348323954
"R12930",-9.62795735772673,-0.926084999877403,2.47193417558739,-1.50418240004372,-0.328433309727963,-6.05561524711495,2.41167070043387,0.0881443888325176,0.37815173617241,-0.487486344041672,-0.510616712292883,2.31190871411352,1.15566971727451
"R12931",-8.21595679622241,0.901831736240616,0.808360124721687,-2.96640186909343,3.45027183132883,-1.41308173695584,1.32955541852632,-1.08530656511412,0.166317767148172,-0.887477748826729,2.57410634735975,0.360931043687201,-1.52049095346096
"R12960",12.4847628191291,8.60370113133377,-22.1307970142098,-8.74989562961831,-0.197464243480102,3.73879868464125,-5.28196568529112,-0.514031004600267,-6.45726667227704,8.9337458705275,-0.630560720703987,8.06162040034179,1.77764903512547
"R12962",20.8337858730233,-3.58517787429521,4.24170150842684,4.38158877922044,-0.0291141253065512,1.48524333003569,-1.09327917360127,1.05650537708715,2.07732809948771,2.00492735668465,-3.31381629117551,-2.10046359673367,0.697674178284469
"R12963",13.586017442018,-0.737072876598503,-1.40459590142874,0.115094522946252,-1.80078244758231,-0.952871789860844,-3.454012021491,-0.294397997249056,-0.825331513839157,5.88859446708041,-0.648092351544102,0.185788906470975,0.346771473655473
"R12964",9.53219844733465,0.256128853315469,6.47594837109506,0.870793413299035,-1.50907692213353,1.79444047029746,0.140937776480181,2.11588324039772,-0.159112395782798,1.46877771932751,0.991102658801123,-3.16321501981537,-0.195375738028962
"R12965",-7.01762686027102,9.68091699366767,-14.4747339396568,1.38261539611476,-3.0174957743243,1.38709666475047,-1.72330308617234,-2.02357894537103,-6.81625753986989,6.3542474417685,-2.54874165093027,2.00361053081182,4.04681534520887
"R12966",-0.108954317062564,5.12097908098557,3.74708628780243,-1.59589245519747,-3.7712672153013,0.214546553266511,1.42838786339408,1.12226512268249,-0.229210771878461,-0.916859449240739,0.576119684345152,-0.639641976127658,-0.211230043709518
"R12967",-30.3757097828176,-0.647584157342591,-2.12857108053241,5.46224277219067,-3.65211421234146,-0.908143505480788,-4.48736572980318,2.24410015163939,-0.908150810556699,-0.956495465723919,1.43459375583357,2.77529827750118,0.449782140365775
"R12968",10.2501710329307,-9.61399833325317,5.18064260627288,-3.19361391756222,3.88789476716883,-0.766223371514713,-0.670948731256452,5.45386158636757,4.77684500562772,1.86017985817932,-1.94338164037056,6.15430605544532,-0.743442560448332
"R12969",-6.80853397764182,7.30346739564205,2.05032733988484,-0.891609067099024,-3.45547542169955,-0.589708171980108,0.870133547315405,2.26638644648664,-3.36924318660115,-0.586942681233527,2.29817835606225,-2.16433271336127,-1.26301384430999
"R12970",15.591546295215,1.11345851104999,6.85678993525863,1.78295659259041,-0.907247804526536,-4.96052598522462,4.21096615701404,-3.54939463563413,1.87783946982919,-4.20721810316272,-1.01915272620377,4.47147110331134,-0.0712437759681854
"R12972",-12.627900528289,-12.0285379564816,3.1299041431276,-7.15201925133363,-15.2604998617372,7.64883881201482,12.6092858865019,-2.83333784848935,2.75114282821146,2.86017463757772,0.201626293835,6.09562987750381,-3.74493786154734
"R12973",8.9506075312252,-0.00428552733450815,0.598030970406162,-1.19139969084241,-4.62346309991611,-2.08098178593045,-2.27990686323921,0.932859422527582,-1.75360597679583,-1.36545345712313,1.10575650552922,0.783120670997091,0.680192451182981
"R12974",-12.9821745226422,-0.632072130642882,-4.35646336628134,1.61722984786241,1.24421522514858,5.47928872879282,-0.117477492746129,1.23728904966981,0.21098797612958,-2.05547579851886,0.258164568049145,-1.43182857191178,1.32312563904419
"R12975",-15.4487924064464,5.53508710724254,0.430361685626008,-1.29466081859228,-1.46553667217383,1.02958270115801,-1.72850437164293,1.21321261712325,-2.2080212667751,1.36152192662487,-1.66875531999422,0.0308270631669442,0.961176124203071
"R12976",-7.26768892420036,4.33415712192327,-0.0901869699271883,-2.87068071872855,0.971664583053486,-4.05890725227978,4.77128936885898,1.21027364913019,-0.332649900469632,-0.95992157815729,0.361062399304534,1.72349270048078,0.601904124007379
"R12977",-16.1098821948155,0.495674687916248,-1.32610426177063,0.0165029681628189,0.174613628183541,3.44603448805486,-1.04193245163843,-2.02292272440755,1.81339998867115,-1.25078270071393,0.485706217285705,0.22858782916671,2.22235441079553
"R12978",-2.93067957750237,-4.68613113252893,7.51057650177586,2.28227862330219,-0.398933842572763,-4.59850510667865,1.34109481073093,3.13489573758795,1.74956163830688,-1.78566183158676,-0.675734996080408,3.62337777598895,-1.59203656172824
"R12979",-1.41700317079664,4.96565589063261,1.96429983821056,-2.17148957765367,3.52928358717506,-5.18584119252121,-1.42525436788984,-2.4478782207003,-2.09544248460296,2.63349212795039,-2.3613891482927,1.34337093531212,0.113407936949938
"R12980",1.6096945823651,-3.06867519116738,-13.1799964095267,2.27768468932992,-2.59807065019858,-3.67798455898297,2.49564932621735,-1.45876414166412,-2.80983498160431,1.25035255562784,-0.325671246432953,2.62261044345736,2.55813817785591
"R12982",26.6854791235175,-3.02372995239793,-1.46416542575264,7.1048059309669,0.356851590538724,-3.32202570903917,-0.00358500488082966,-4.20907718477195,-2.76018355351588,2.26247525677899,-0.361220364963332,0.609413081551951,0.535519200635625
"R12983",-4.95275924489104,5.16034342948562,0.931902904471941,-2.46972767621776,-1.169831409723,2.18340629199279,1.60618397334116,5.33013936266819,-2.13349008926555,0.310519113033516,-2.30454848030664,-1.96029349585488,2.83565030494389
"R12984",22.0775091280777,-11.4702907709936,-8.72069304165423,3.74056251224431,4.04607439303668,-1.53462944751311,-1.33850559049141,-0.957942599079235,-2.31771326350155,-2.07092842481399,4.56291644528907,-1.61982935532682,-1.88231064726434
"R12985",-4.15651393939713,1.92122790063265,-0.797168442328475,-1.97286565105582,3.66292921060445,0.619127882847465,4.73070778821409,0.786708575934409,0.996527482809742,-0.377931047828701,2.94719854632083,0.18365767807616,-1.39075155738107
"R12986",-9.67902785780394,-6.23759885396872,-0.0241573299260083,-3.80927952748653,2.03027929937531,3.58853301199801,-2.40214844931917,1.24293547949925,-0.508660443962189,-0.900547003519307,1.90949480865764,-0.11984912472599,-0.223371233727841
"R12987",-5.93936622975282,7.18240589804329,3.08195078584329,-0.165972747051897,-2.4378138930225,-0.0901828455592631,0.565876735426484,1.26602901440537,0.0953849335853407,0.601702091762715,-3.62678638863205,-0.929710521709841,2.47439974574914
"R12988",1.87562611329423,6.82247180690544,0.523165575733982,-0.473169494993217,-0.653172026401688,-1.83805013167397,-5.46517219117592,1.13319221205219,-0.863537276144983,4.20650149431039,-1.9389801807006,0.296230163470563,2.36013155120595
"R12989",6.63359571007027,-0.975716299306229,6.95028935428718,-2.46297230723512,-1.31812114353878,0.367969016963252,-1.42805268055971,2.09512798049941,1.85832148914846,2.03493060156323,-3.10188698682503,1.10620660027825,1.15520678726076
"R12991",9.94622609669236,10.2997296790127,3.69385723130538,-0.919343264586916,0.4934202041266,3.48489024702421,-1.09273029936768,1.00469829513915,0.755759662977575,1.61200867575989,-1.64222630137533,-0.765418490662723,-2.97761395990753
"R12992",12.3587204497706,-4.68459841684172,6.81916619509718,-0.718010768229798,0.987500566472674,-0.388884532586851,-1.32299704145082,1.80517765251597,1.02006432406548,2.26543635214445,1.31923114955073,0.274972292416575,-1.94277818908297
"R12994",4.56908422053302,6.27301549692428,5.65077553345703,-1.42210714510089,-0.758151915042623,2.62137013422211,-1.37523931322909,-3.21227535208502,-1.36718176767234,1.39529455717615,3.39945958770693,1.95147072794515,0.543655241819671
"R12995",9.91745897361907,2.40224448313734,4.34017617277254,4.23588178226574,0.198115045929344,1.51316419015561,-2.1777763609849,1.43895365808152,2.32543853195945,4.76901857841695,-2.91102637084342,0.830989057195012,0.226832753286229
"R12996",-14.4445903296852,0.722088997907152,-0.801292329014793,1.01981719377344,1.00954823845224,-1.78086161987757,6.71195245177751,2.19470644709055,1.43023152471113,-1.06824350547787,-0.662227820846425,0.0295471061077357,0.27968443224122
"R12997",-21.0904081491456,-3.30804449313968,0.606209872640127,3.71566082782364,-2.20671485272365,1.6189685647901,0.16146109772947,5.25135299889806,-1.78832237064074,0.0354994654622141,-0.020766789195598,0.845267528620169,-0.730068041673559
"R12998",10.0021216667496,-2.71097484056236,5.65645318172755,0.199946732418323,-0.503804801982485,3.91754367094352,1.80394822803297,-3.7012172512622,-3.93312244938497,-1.7642765524999,2.03760657442924,0.313049980474526,4.22164232124034
"R12999",-18.2283013102805,-3.25669509044902,-1.26795873344942,-4.62363426764191,-1.40991854167867,5.21329890219484,5.46046469490712,4.61759662667185,-1.16852530501953,0.726667432171963,-0.734823127219274,1.41817727913874,-0.0838163777902168
"R13000",4.55995407721791,0.0283230377829428,5.96411889254273,-5.36000198767971,-0.231063598672865,0.391094588234864,-0.234618155248903,1.72458753607692,0.122086778659753,0.276186143928886,-2.13213180150064,0.191254614428977,3.36335765987007
"R13001",13.1547881451065,-2.88831395335938,3.22607133569696,-3.56438335025225,3.33904180466871,-3.45712337407752,-0.327827315725939,0.940161949157839,-0.634605765283364,1.91739268597872,-4.63494440883313,-0.958308076140422,0.443579911295257
"R13002",-4.46803257278942,-1.24855877465097,5.59376294936923,3.71316247152689,-2.27083061576783,1.12120922976593,-1.31016406771296,1.012364451312,2.9708200365803,-0.580150454384542,1.06064716583982,-1.45934743131337,-0.354266758026664
"R13003",6.1368490650231,5.76454477261133,6.67934311103933,0.307333757008754,-3.78658056626055,-1.0238267952614,-0.384217492346022,-2.80556623819545,-2.95956897154995,0.173474329131672,0.77170031751189,-0.364595827505488,0.31902453773468
"R13004",-2.70864834557585,1.05873775174936,4.22001810023115,-3.95295507427138,0.341611429731495,2.5881479406632,-0.334382808669517,1.33053979818872,-3.88842830097938,1.98257766486974,-1.71853595607659,-1.29789149062841,-1.91779497404127
"R13005",-8.98481996892633,7.23537679136445,-1.03220083080386,3.61811390992254,-1.13132119214092,0.278782529373937,-2.01958177115135,1.8424679613283,-0.666347100440757,1.54533687185072,-1.9543769254036,1.4221398673954,-2.36961133386842
"R13006",2.65374092802733,1.65529816016854,7.23151606537444,2.94743476438584,-2.80777221746271,0.741695380688279,0.0323277881579488,2.70004484318901,1.27824938428149,0.0868291797005439,-0.832374256431911,0.522289437609131,-1.4052119840395
"R13007",-4.82455631495239,3.02022375529262,4.85956290831579,-2.41898753969421,2.44376513539952,-2.21531050058258,3.43743687061437,3.09958658539246,0.490886595341981,-0.0902694320698102,1.29921657114512,4.98291864942856,-1.95405704022367
"R13008",29.3019410476046,-10.1464192586264,-5.76402040884627,-6.82518017738455,-5.401223101598,2.85590628514629,4.08634893484085,-1.42888196550045,0.973035787178914,4.34406590908717,2.74193664462054,-2.7849909643476,1.38601447255073
"R13009",-30.8005625052395,-10.5715440290449,-6.04256129874233,1.83253316729839,-0.0909859358284228,-0.200445749055866,7.15716546003205,3.21457122861295,1.67359417318333,2.37737399225847,0.196031174275713,1.70156496124369,-1.18177814311425
"R13010",-0.559660956667826,2.32688419290192,4.06335570073975,0.067244641750135,-3.26047715841975,-1.14557310429076,-1.92414285954654,-1.46686353972412,2.10858388784177,-1.12110300094495,-1.72736571890738,1.44176042047451,0.392486870284162
"R13012",-13.601511786189,-1.94771949286927,4.40212925623358,2.69425658182566,-3.85775403253044,-0.240596115115161,-1.09819852774976,-2.46492031184133,-3.15099937918591,-0.547292357790604,1.82538020512084,-0.62666212173777,-1.05745989396486
"R13014",-7.95484411242701,1.55362544259237,0.192642161217791,-6.70423245927907,0.421813550727768,2.23086985913911,-1.67721853203094,-1.01573615527428,-2.49042115194801,0.33497604250938,-0.0483877190793477,-1.58935740715783,-1.56291252019046
"R13015",-30.264764546512,-9.71926417007302,-3.13398071632963,-1.88947313780736,-0.831804463096182,1.44576237362493,-2.86552757382889,-1.15451109323541,0.0713644410638379,-1.47237448411081,0.582925922226523,-2.38713697835509,0.414707079296627
"R13016",-18.8379610464462,-0.349349230039003,-3.16486737171767,-2.75656642887237,5.32382791297095,0.0312935461497162,3.06691080821489,-0.752928395210403,1.11004713135307,-0.00559297831794558,-2.0381211245703,-0.874438467797797,-2.34602888835179
"R13017",42.5903839853901,-9.87455012624489,-10.0144307016629,0.499138066268277,0.541421637186965,0.230267367833034,8.9313232690008,-0.119992061095417,6.74311049936726,-1.2797913644846,-0.0547564455333073,-4.52301496955056,2.61036107886623
"R13018",16.8457968238998,10.0563529580484,2.0175735617797,1.71907967838914,-5.48743328817401,-2.30821157377006,-1.00070499884452,-0.957376228880631,2.01659894138246,-0.91435101736801,2.28409899822635,2.53373183244387,-0.944167958772507
"R13019",-5.91772922088743,5.52305205095881,2.88934193802254,-0.855256037037522,3.61958763948499,0.393758722632441,2.02997929761263,-0.0446402796020719,-1.5254247393826,0.194207837365454,-0.317026647656662,-1.7843006273901,-3.21276469362044
"R13020",-1.74690399650839,8.91467928515428,1.34889103229104,3.04445012502809,-3.69844439600248,-1.8063982030593,-4.61501005435899,-3.25168728730639,-1.43747782608725,3.18653390972351,-0.480543343698006,2.61008301710229,-1.74775538591741
"R13021",-7.36251200825717,0.781787327928388,3.36975858906062,0.0143963366474392,-1.01733354513576,1.34297850593667,-0.277868632468438,2.22975135866489,-1.83269989729154,-0.343782267519153,0.548630964663324,-2.37277556872684,1.97745240949506
"R13022",11.8244853147428,5.13093115470131,2.80475909665466,1.25196220312531,2.03928650755133,-1.80414806524625,2.99147598304863,-2.6683494188708,3.32127008516942,0.0730676914206587,-3.33989186750751,-1.5503704505918,-0.183189623630424
"R13023",-0.840302318762445,-7.40417620279181,4.82348074186896,-1.24470240664026,-1.09097701206013,0.587116327662364,-2.04378450887096,-0.529841273989569,-0.338422597443781,0.263437793286637,-1.32531064393,-1.17982275128254,-0.0606318967736358
"R13024",-20.0246333089583,-8.26953464564571,-0.867136615756521,0.418520414937136,-0.0453860265302785,1.61437871188603,-1.13756213224927,-1.37135854825455,-0.754115058509031,-1.3299527347007,1.96872076046724,-2.21062898799226,-0.364546527170238
"R13025",-6.66653872408673,3.72104622416318,2.62986392521378,1.83341218715386,-3.04198415346964,1.23085897108864,-0.470881191389745,-1.12210490037824,0.0818819480418637,-3.228480322713,-1.69747562760408,3.14777285222562,0.307548869030155
"R13026",11.4393643622887,0.326765775936934,6.61578932576816,0.292943156072998,-0.454411709491875,-5.51987781943901,1.56681986035003,-1.88542018473983,-1.0559700410759,-1.78709085989192,0.613828058318103,2.55394016303808,0.513333027423513
"R13027",9.05517770641677,-10.112342816084,-14.7606949292629,3.90241208755573,-5.22485751600416,-4.44735642742007,-3.82422216162941,1.83367718018329,-3.40060617652431,-1.53508485902423,-1.31415136807493,-1.15003604583456,-2.35224910359418
"R13028",-29.1504277565718,-1.9408699513816,-4.93919245007245,0.51275089900687,-1.83492464290362,-1.33975756561412,-4.24530289197888,0.569812167170717,1.81510963046911,-0.469478770388115,0.97909275696921,-0.841997264320445,0.628076599916774
"R13029",17.5248741086081,-5.53973160435507,3.23729774928261,-0.959834017720988,-4.31799148549284,-3.35083978346088,-0.119825467739507,1.26849921010106,-1.71889280179639,-3.56353247626028,1.32949088656989,-0.85845796893237,0.171119130622567
"R13030",-4.16049379504342,1.1417112320722,4.17622957059918,4.17917554090157,-2.29929379665472,-1.80155980530388,-3.20695901741721,-1.54952754216388,0.846329786494287,1.50777798507877,-2.33089148718402,-2.70205865161897,3.19222786820825
"R13031",-10.0702297342763,1.09031398121275,1.07846842399549,0.993552740558676,-2.92920473468523,0.172777032781193,-1.97547742938443,-0.589618073940331,-0.286285160979473,0.421776206874298,1.93371218250046,-0.726231460850926,-1.67740459997508
"R13032",-8.30005590243995,-6.413351728753,4.0062928983809,-1.64753446732122,1.35051240829995,-1.76921115700433,4.63515031053511,-2.198109174723,0.623817717274668,0.490972056145978,-0.877590683019885,-0.956233879708792,0.0506144554062936
"R13034",15.2841681872896,-13.5083644453184,4.41575217046048,-0.778315878205422,-0.625026978854062,1.61420395337568,-1.59583721049107,-0.281496371531928,4.58821742313392,0.34714335011077,3.77645806213013,-0.884797166893051,1.6634698061038
"R13035",0.724335978575997,-1.95470272496661,3.51108929351926,-4.20674488865498,2.578505277609,5.73054760219049,-1.7112568744044,-2.25387838864974,-2.1992181843188,-0.445217773863819,-0.666685138149441,-2.27542655112522,-1.14938611964969
"R13036",-9.04782436977725,6.0136587240118,-0.0968693333423655,-2.47938616708511,-1.86254030444907,-4.1651757834062,4.67916185294668,-1.8427785989165,0.502432844909032,-0.293781841983565,0.717281079727369,-1.43776268640639,-1.08772908729178
"R13037",14.8601913044361,10.0941629223471,-6.16299589153359,-0.0245621937860255,0.0239657246251254,0.63108252634268,2.17228870515631,0.131085762133687,-0.435491824154779,2.06558965703505,1.69222706333471,-1.88914112120616,-0.0336405565845445
"R13038",28.8991777086757,9.82671672667285,-14.8838690007311,3.4090445055869,-0.477882788581751,2.62976692574144,-1.18412442096089,0.746218827073525,10.8147171663991,-2.26345982537116,-0.552968376143986,1.53340366022332,0.685080809698224
"R13039",0.0270877812378278,6.44849010968738,2.22902746874267,-2.46087537127881,4.26321231958255,-3.70152059757438,1.60571800251885,3.34660689017693,0.0572856081211406,0.241037728420651,-2.31228999172398,0.901139694580596,4.04717841896117
"R13041",-8.20144068726255,10.4841354150151,-2.73580733793045,-3.08660775208053,4.41437212995601,-1.42971352655681,1.28486658612778,-2.35054984701378,-0.706776992871041,0.512327792204859,-1.81128226385837,-0.270753537824182,-0.0188168671570429
"R13042",-8.8936299466371,-1.76354578129402,1.24481467046179,-0.702886813867245,0.289593038769608,1.07605773241065,-1.53057814551106,1.37656702286353,-2.73039668904012,0.874405716500277,-2.18692212885833,-2.17728924994281,3.72200042058531
"R13044",-8.40631438446667,1.7521555988074,4.34183820540432,-1.26686989530411,-3.83257646193375,-0.788688322192519,-0.143369814962987,0.208072495100463,0.137849968734752,-0.675798091976304,1.08025430803664,-0.878550805178486,-1.18642521570009
"R13045",24.4407939059338,13.0767393350502,-14.5967596212784,2.6531591944142,2.18041964947273,-3.00506859574462,1.86568645508107,5.45341194063015,2.53045741034481,-0.588699149697963,-2.70766976370399,-1.94323806034033,1.10583301961234
"R13046",-17.4376066856044,-0.804382157127936,3.32443482597906,3.22606424027986,-0.421058613289209,2.64764039580503,2.37213030016733,5.22581453253311,-3.34134883084644,1.02365480398921,-1.8701582801724,-2.24433887852183,4.25768283436096
"R13047",16.6383052237392,-4.08758623216967,-0.435500998094206,-3.74477488530077,1.89677907757499,0.525279737297788,-5.57347077247991,4.46474028103912,-1.46331153511325,-5.09274417399204,4.98789144124609,3.21571980150092,-0.184035898168689
"R13048",-3.95246707432421,1.01589876880293,2.56216064948985,2.01488876733265,1.57488881831076,6.01593789347002,2.06144143158285,3.27786647048556,-0.822625127955747,-1.22284492197123,-3.03391773992028,-1.78635329410474,-1.41496190000142
"R13051",24.4667878727417,-7.84782882784571,-1.70134792272131,0.966863046312176,2.2504651547741,-3.59352739954869,2.40304282736614,3.74043880104716,-5.33988381708852,-0.983521068412517,-0.592222785164552,-3.31614726463132,-3.0741902822584
"R13053",-15.3647008062408,-3.59347907807081,1.45184494545104,-3.04688577071731,-1.74001569140489,0.113503467443865,-3.29494325277068,1.068047035447,-1.77526629959193,0.112589272726044,1.67692694666734,-0.726655039097551,-0.607829391427734
"R13054",-16.769316742717,2.78672157254953,-1.50725462295208,-1.22575017850489,2.05935467343587,-3.32213276767447,1.88421151269574,-0.413384568603596,0.185832463117256,0.0261436127991891,-1.30720686021638,0.579219208996786,3.29044268758567
"R13055",8.53640000925227,2.09962026810814,5.73371006140716,-2.20604708035,-0.895464207980545,0.424682498750732,-2.02017809634543,3.32545899914482,0.88249516236764,-0.0686181123094181,-0.422040288167119,1.89555643116333,-1.36907198811799
"R13056",-13.2403800452921,0.289354823011131,-0.164707273039455,4.72779377249135,-1.86530822218843,2.93249317375474,0.0221214753402194,4.63094939394269,0.196020871231028,-0.11119529875345,0.88603441672473,-1.27031088504585,-1.41747325587491
"R13058",-5.21474226910751,1.8075815808644,5.05459554908104,1.83882440588727,0.993948373105136,-4.39094905238008,2.14195848040772,1.8221070948105,1.31213408574962,-0.356349717284626,0.858242365716759,2.14081270379691,0.0230827361610851
"R13059",-11.7776601995267,-0.864490501598042,2.14859198925935,5.29944107194538,0.526942166599101,3.29823811925033,1.87992330254145,6.06184510428515,1.13809805050334,-1.58126316409981,-0.577349422497917,-1.12629571740848,0.00245918526625055
"R13060",-11.6215941407062,3.38466000054617,3.02513522817524,3.3090028324849,-2.9222385491578,1.71725692842103,1.62892284766363,4.09654452923974,-0.564031348463927,0.143704447611263,1.04631293089906,1.12100313801983,1.56576004337425
"R13061",1.20429336918232,3.19331170385745,2.36245642235791,-0.762426139872258,0.40284698836124,1.78803406728084,-0.107266383144571,5.12896510356567,-0.665459211772206,-0.158861901745713,0.780352114274102,0.851226546664855,-2.48417421968368
"R13063",-2.3324818817544,6.59577727593796,1.86048211403447,4.63323494388207,-0.404006866858682,-3.94453814743437,1.73946771248836,0.357557030156046,0.00190585853634945,-1.59634455669761,0.469133316010047,2.33330505080245,0.581496464031529
"R13064",27.384912185793,1.75389539921125,1.48356395058622,2.01517031657153,3.25021273470215,-2.44386433952663,2.04088544828108,2.5586978532379,-0.0744745216592272,0.0414870695794215,-1.22989044761347,-2.0062353750968,3.40149748563633
"R13065",-0.116760527678748,0.989250372386846,2.50754399788834,-4.24530618866539,4.20406774483865,4.11699897467171,0.467969805793542,1.36229828409686,-1.28604426010909,-0.45201754389212,4.15114033325941,0.910916658361259,2.89605228668
"R13066",-5.90952880365007,4.23269752478665,3.79666331483209,7.08450285649488,2.22475373428169,2.95616251926545,0.231233889396546,4.48292404492518,-0.485010798141785,0.975410162864008,-2.41839495328443,-1.25556521087187,2.25519813239047
"R13067",-9.34244030233027,4.37479827305178,1.26022737635357,0.533144417844651,2.04663247310653,-0.77910521367346,5.0099192540274,0.87154111965249,-2.84754891444367,-0.382687287965593,1.42448616783394,-1.02699350167787,-0.359134135113489
"R13068",-4.14489196520562,8.5471521267921,3.07648595782422,-1.94547443163216,-0.592856693057796,0.631490437159722,0.967986298094303,0.336619451933909,-2.41256512757405,-2.15268546522182,-0.107091080515365,1.02899100322148,-1.07159997137065
"R13069",-17.4925055234715,-0.511205720566526,2.57322011878434,-1.71191434832019,1.09669000900775,-3.88647143936139,3.78841152643334,3.63650272502214,-1.68021129002586,-0.89394942294778,0.645994048789771,1.77802126004063,-0.875981652662851
"R13070",-18.2234679679074,1.52559665478809,-4.99237567592905,3.75262549787428,2.58402396376782,3.74983841057535,-3.18921425068917,1.40940539463503,-0.951765683370771,1.8847207881932,-1.80324614921712,0.426134098405673,3.65010103643975
