term	estimate	std.error	statistic	p.value	conf.low	conf.high	model	estimate_scale	cohort	tissue	modality	population	vmr_set	run_tag
h2_categoryLow prediction	-0.252370434185973	0.224031967748888	-1.1264929586694	0.260011682067575	-0.691572719426084	0.186831851054139	strength_category	log_abs_beta	all_individuals	dlpfc	psi	EA	shared	window_250kb
log_vmr_length	0.0119247316834326	0.0178969589777728	0.666299324831809	0.505250936317978	-0.0231612668053941	0.0470107301722594	strength_category	log_abs_beta	all_individuals	dlpfc	psi	EA	shared	window_250kb
log_num_snps	-0.121642464053946	0.0358583985237993	-3.39230052265751	0.000698533322973004	-0.191940871620298	-0.0513440564875928	strength_category	log_abs_beta	all_individuals	dlpfc	psi	EA	shared	window_250kb
methylation_variance	-20.9864585655871	2.62087313596015	-8.00743014899833	1.44913346871661e-15	-26.1245354311546	-15.8483817000196	strength_category	log_abs_beta	all_individuals	dlpfc	psi	EA	shared	window_250kb
log_min_distance	-0.0309566520488363	0.00320872060901674	-9.64766205005381	7.82908272122831e-22	-0.0372471713811346	-0.0246661327165381	strength_category	log_abs_beta	all_individuals	dlpfc	psi	EA	shared	window_250kb
chromatin_stateGenic/other	0.0112612647675394	0.0589135713686587	0.191148906880398	0.848416793534234	-0.104235534357905	0.126758063892984	strength_category	log_abs_beta	all_individuals	dlpfc	psi	EA	shared	window_250kb
chromatin_stateIntergenic	-0.0410523205915171	0.0671942607293958	-0.610949806514617	0.541260941848494	-0.172782953339651	0.0906783121566169	strength_category	log_abs_beta	all_individuals	dlpfc	psi	EA	shared	window_250kb
chromatin_statePromoter	0.179711721914493	0.0632692903239618	2.84042575780926	0.00452378125015078	0.0556757766205113	0.303747667208475	strength_category	log_abs_beta	all_individuals	dlpfc	psi	EA	shared	window_250kb
(Intercept)	0.749713381691525	0.698796389570275	-0.412229238068101	0.680171408697502	0.18936940950564	2.93288960056242	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	dlpfc	psi	EA	shared	window_250kb
h2_scaled	0.958901451586683	0.0439203109373798	-0.955525362273822	0.339312085830762	0.878372555047612	1.04349947299873	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	dlpfc	psi	EA	shared	window_250kb
log_vmr_length	1.03552418083023	0.0495949417891528	0.703857130615647	0.481521750950711	0.939693232934548	1.14139068717089	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	dlpfc	psi	EA	shared	window_250kb
log_num_snps	0.87594380755748	0.102627143487808	-1.29062675063977	0.196833135421274	0.717059569573907	1.07231182768063	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	dlpfc	psi	EA	shared	window_250kb
methylation_variance	2.40027185251458e-33	12.8994144726342	-5.82272367674724	5.78962359404017e-09	7.03427792604169e-45	6.21358077184326e-23	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	dlpfc	psi	EA	shared	window_250kb
log_min_distance	0.979208040639205	0.00893180063326079	-2.35239865771861	0.018652771761837	0.962177169337028	0.996471999639761	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	dlpfc	psi	EA	shared	window_250kb
chromatin_stateGenic/other	1.09576568655528	0.165620153971727	0.552187483449828	0.58081990895448	0.798949169122176	1.53122156095174	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	dlpfc	psi	EA	shared	window_250kb
chromatin_stateIntergenic	0.861645050292111	0.196642365725713	-0.757272560134452	0.448886586748001	0.58826549574211	1.27347515659816	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	dlpfc	psi	EA	shared	window_250kb
chromatin_statePromoter	1.34443927143923	0.175115115526198	1.6901854912974	0.0909924731985102	0.960932212154345	1.91147634064509	burden_fdr10_continuous_h2	odds_ratio_per_0.1_h2	all_individuals	dlpfc	psi	EA	shared	window_250kb
