tissue	comparison	annotation	or	ci_lo	ci_hi	p_value	n_top	n_lower	n_in_top	n_in_lower	fdr
DLPFC	Intergenic_VMRs_Decile_vs_Rest	Bivalent	0.685769230562498	0.0774517790102649	2.82714522963464	1	81	730	2	26	1
Hippocampus	Intergenic_VMRs_Q5_vs_Q1Q4	H3K27me3	0.770938674046733	0.546080522617707	1.07932196951877	0.124770183662775	215	859	62	296	0.160418807566425
Hippocampus	Intergenic_VMRs_Decile_vs_Rest	H3K27me3	0.572834548918511	0.343925866757605	0.925683002808201	0.0178824939793923	108	966	25	333	0.0275901335682052
Hippocampus	Intergenic_VMRs_Q5_vs_Q1Q4	H3K9me3	2.84650013766239	1.84855485496217	4.35150933797484	1.20024498364179e-06	215	859	45	73	3.81254288921511e-06
Hippocampus	Intergenic_VMRs_Decile_vs_Rest	H3K9me3	4.05986622120775	2.44336820278313	6.64192795907106	5.09309477885432e-08	108	966	31	87	1.83351412038755e-07
Hippocampus	Intergenic_VMRs_Q5_vs_Q1Q4	H3K27me3_broad	1.31827173034924	0.960229981663721	1.81748098078994	0.0900502152716745	215	859	134	478	0.118602722552937
Hippocampus	Intergenic_VMRs_Decile_vs_Rest	H3K27me3_broad	1.20857936410806	0.790650007984441	1.86409160510943	0.412522098792955	108	966	66	546	0.484265072496077
Hippocampus	Intergenic_VMRs_Q5_vs_Q1Q4	H3K9me3_broad	3.59524491978561	2.60979968661904	4.96518085909148	4.50789093403729e-16	215	859	119	220	3.7185740441877e-15
Hippocampus	Intergenic_VMRs_Decile_vs_Rest	H3K9me3_broad	4.9887372106411	3.21995690844138	7.83770617516528	1.57590724711906e-14	108	966	71	268	9.45544348271433e-14
Hippocampus	Intergenic_VMRs_Q5_vs_Q1Q4	Polycomb	0.678492979092255	0.463203275375154	0.979673574159187	0.0324648092984096	215	859	46	246	0.0473810730301113
Hippocampus	Intergenic_VMRs_Decile_vs_Rest	Polycomb	0.505389458925172	0.281108086590095	0.864391165071595	0.00863883216511588	108	966	18	274	0.014578029278633
Hippocampus	Intergenic_VMRs_Q5_vs_Q1Q4	Het	3.70864741290797	1.6931444336351	8.04771050976776	0.000459405758033348	215	859	15	17	0.000918811516066697
Hippocampus	Intergenic_VMRs_Decile_vs_Rest	Het	4.36866333934317	1.79281175321454	9.95075935367713	0.000676125352250654	108	966	10	22	0.0013039560364834
Hippocampus	Intergenic_VMRs_Q5_vs_Q1Q4	Quies	3.34865820921185	2.39574156362641	4.72470521194326	3.543466876305e-14	215	859	154	369	1.9134721132047e-13
Hippocampus	Intergenic_VMRs_Decile_vs_Rest	Quies	5.02908010377258	3.03474895018059	8.67613475627721	1.02544676455397e-12	108	966	87	436	4.61451044049286e-12
Hippocampus	Intergenic_VMRs_Q5_vs_Q1Q4	BroadRepressive	5.18661525320516	3.03623822167053	9.44500598585899	6.25490252631494e-13	215	859	199	606	3.07058851291824e-12
Hippocampus	Intergenic_VMRs_Decile_vs_Rest	BroadRepressive	13.283354247369	4.36015726060712	66.1204288239325	1.05998146515515e-10	108	966	105	700	4.40299993218293e-10
Hippocampus	Intergenic_VMRs_Q5_vs_Q1Q4	Bivalent	0.600041862287357	0.242323511451374	1.29812643254942	0.243930632521148	215	859	8	52	0.29936941263959
Hippocampus	Intergenic_VMRs_Decile_vs_Rest	Bivalent	0.295597307563636	0.0344799073908824	1.1459444809709	0.0783581311483503	108	966	2	58	0.105783477050273
