Disorder	BrainRegion	h2Metric	Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z-score	FDR
scz	caudate	non_heritable	Conserved_Vertebrate_phastCons46wayL2_0	0.0294360542974948	0.1472633595956227	0.0296610537327761	5.002822664590467	1.007643668305792	8.067193205595327e-05	5.703274072287265e-09	6.07891003018496e-08	0.0938206692312854	0.00041185144260144564
scz	caudate	non_heritable	Conserved_Mammal_phastCons46wayL2_0	0.0214394549784697	0.1431091819266046	0.0273980586532449	6.675038244690438	1.2779270126390314	1.024503638046325e-05	-3.77781117419605e-08	1.1676347667846226e-07	-0.323543909590771	8.281404407541127e-05
scz	caudate	non_heritable	Conserved_Primate_phastCons46wayL2_0	0.0192690716687811	0.186235120333448	0.0283091224379416	9.664976265316255	1.469148224914579	1.3649651111577103e-08	4.0258671446363465e-07	8.83447138847995e-08	4.556998339352857	1.4711290642477543e-07
scz	caudate	non_heritable	Conserved_Primate_phastCons46way.flanking.500L2_0	0.1565502614508353	0.3330401758116262	0.0431757639890233	2.127369016986392	0.2757949018346591	6.67997420987119e-05	8.200142642564962e-08	1.8714679172670204e-08	4.381663488273932	0.000377485612328059
scz	caudate	non_heritable	Ancient_Sequence_Age_Human_EnhancerL2_0	0.0051380947899561	0.0573566339340527	0.012768482572376	11.163015919085954	2.485061699783308	6.487448722455583e-05	4.1451233593409467e-07	1.3227960757292032e-07	3.133607239540615	0.000377485612328059
scz	caudate	non_heritable	Human_Promoter_Villar_ExACL2_0	0.0024966621423786	0.0369890948158867	0.0078829475739093	14.81541862954891	3.157394603019426	2.2484255873835693e-05	6.058972344467775e-07	1.5501099113320644e-07	3.908737245129338	0.0001601081720402811
scz	dlpfc	heritable	Coding_UCSCL2_0	0.0142591398753161	0.0489958946060073	0.0131826625873726	3.436104493990097	0.9245061555355796	0.0095630681739309	6.711772941616309e-08	9.580590522531645e-08	0.7005594201976958	0.025767155913091592
scz	dlpfc	heritable	Conserved_LindbladTohL2_0	0.0246705380614742	0.1569354502851785	0.0297614210416771	6.361249596345457	1.2063547607886502	1.0177471830835229e-05	2.983923961044628e-08	1.0422818696748828e-07	0.286287620255296	8.38753886533731e-05
scz	dlpfc	heritable	FetalDHS_TrynkaL2_0	0.083682887841106	0.2454715489128798	0.0437744902882162	2.9333541808329087	0.5230996613230361	0.0003210579676035	1.2887684843478466e-07	3.85386659891642e-08	3.3440920988552265	0.0012976092857308124
scz	dlpfc	heritable	H3K27ac_HniszL2_0	0.3890438084271867	0.4806309583637146	0.0207302049019624	1.2354160327259631	0.0532850143169475	2.279059708132634e-05	-1.3676490497746188e-09	7.520010058551818e-09	-0.1818679814423009	0.0001579062797777611
scz	dlpfc	heritable	H3K27ac_PGC2L2_0	0.268521272457252	0.3759243133817788	0.0325209458469161	1.39997963640525	0.1211112458589044	0.0013394497469841	2.2355615541599763e-08	1.2879899404700576e-08	1.7356979925977514	0.004403080282539243
scz	dlpfc	heritable	H3K4me1_peaks_TrynkaL2_0	0.1688701811174639	0.3458849985008755	0.0439965486408735	2.048230162436329	0.2605347394651641	9.130061129190944e-05	4.3111819694660264e-08	2.4407739641288617e-08	1.7663175832034628	0.0004428079647657608
scz	dlpfc	heritable	H3K4me1_TrynkaL2_0	0.4234550697272124	0.5747678170441227	0.0383474096464431	1.357328930822307	0.0905583906957267	0.0001195163103115	-2.914929274228485e-08	1.4896933825484452e-08	-1.9567310349743672	0.0005520515285816905
scz	dlpfc	heritable	H3K4me3_peaks_TrynkaL2_0	0.0413684654276123	0.1249676477443335	0.0333798049817657	3.0208432063549813	0.8068900945860473	0.013295327395642	4.229770708712964e-08	5.4834750703181184e-08	0.771366816566484	0.03393807256255984
scz	dlpfc	heritable	H3K4me3_TrynkaL2_0	0.1328867423264502	0.2427584866915552	0.0337762758884444	1.826807418419465	0.2541734058426196	0.0013617774069709	-1.4963050086190564e-09	2.244912389148044e-08	-0.0666531583081918	0.004403080282539243
scz	dlpfc	heritable	H3K9ac_peaks_TrynkaL2_0	0.0381863661076646	0.1392964121021744	0.0270329681068923	3.647804865994184	0.7079219853147103	0.0002755902823201	1.0317326761571134e-07	4.981388616416296e-08	2.071174838190724	0.0011682400255985435
scz	dlpfc	heritable	H3K9ac_TrynkaL2_0	0.1253023111780779	0.2117907436266883	0.0303435101693977	1.6902381259807264	0.2421624141175974	0.0049339879614592	-4.298269731915568e-08	2.271364339575512e-08	-1.892373520629833	0.01450293431095583
scz	dlpfc	heritable	Intron_UCSCL2_0	0.3874513328700006	0.5147214105884951	0.0175186753792136	1.3284801649171167	0.0452151635392401	9.110442658589456e-12	1.1371443337540013e-08	3.3210093369972122e-09	3.4240925524834074	1.472854896471962e-10
scz	dlpfc	heritable	SuperEnhancer_HniszL2_0	0.1672067462048907	0.216890280165685	0.0147846028056039	1.2971383337602505	0.0884210903039003	0.0010950639165384	-7.1182617757543845e-09	8.326261364587614e-09	-0.8549169265847253	0.003793614282293743
scz	dlpfc	heritable	UTR_3_UCSCL2_0	0.0111681302243406	0.0530032148560146	0.0120297301562857	4.745934528995352	1.0771480914564642	0.0007052082631389	1.171933940284397e-07	9.544085307192548e-08	1.2279164556515565	0.0026309692894028193
scz	dlpfc	heritable	UTR_5_UCSC.flanking.500L2_0	0.021387283915762	0.0653173530176976	0.0164282169840085	3.0540274901180893	0.7681301210903787	0.0084801527942099	1.209525743907175e-07	4.067537635310661e-08	2.9736067674142044	0.023502137743953152
scz	dlpfc	heritable	GERP.NSL2_0	1.7453162562850617	3.241379650219809	0.1048705835902496	1.8571875661773447	0.0600868657543296	3.922792938967594e-30	2.7141020891284494e-08	3.683070559518114e-09	7.3691286801835165	3.8051091507985666e-28
scz	dlpfc	heritable	MAFbin9L2_0	0.1010999706600679	0.1528993103752405	0.0161227179219553	1.5123576137261143	0.1594730227584865	0.001487841196722	6.460513385956564e-08	8.554555704520618e-09	7.552131997390038	0.004655503099420452
scz	dlpfc	heritable	MAFbin10L2_0	0.0984625640752075	0.1427791931023667	0.016169957228336	1.45008607528552	0.1642244174749007	0.0062822755587582	6.092781412433569e-08	8.851539492058245e-09	6.883301393955387	0.01792296262351604
scz	dlpfc	heritable	Backgrd_Selection_StatL2_0	0.1777198118687993	0.2247701951512935	0.0049369223388672	1.2647447281636155	0.0277792458080696	2.1893446245504842e-20	1.935745442806024e-08	1.0921146797462969e-08	1.7724745200345686	5.309160714534925e-19
scz	dlpfc	heritable	CpG_Content_50kbL2_0	0.0100518737376365	0.0110945824499268	0.0001582161615134	1.1037327705765096	0.0157399670591818	2.2948956941836244e-09	3.475967191684205e-06	4.812808738510152e-07	7.222325632578996	2.7825610291976448e-08
scz	dlpfc	heritable	MAF_Adj_ASMCL2_0	-2.3485270052117152e-14	-0.5421327997846624	0.0438333259043046	23083950007029.64	-1866417793239.4329	1.709400579195543e-26	-1.4243882456395926e-08	2.8944439611299023e-09	-4.921111843131193	8.290592809098383e-25
scz	dlpfc	heritable	GTEx_eQTL_MaxCPPL2_0	0.0103404094611467	0.0470974064076531	0.009104639035866	4.554694529710639	0.8804911517359185	7.002370117016806e-05	2.61026306820954e-07	7.856025997446365e-08	3.322625293065498	0.0003773499451947945
scz	dlpfc	heritable	BLUEPRINT_H3K27acQTL_MaxCPPL2_0	0.0165455490697362	0.0413613848168664	0.0098439052770743	2.4998496358468527	0.5949579089569179	0.0129052050696405	9.554061972569434e-08	6.587387917500436e-08	1.4503566652250066	0.0338325646420305
scz	dlpfc	heritable	Conserved_Vertebrate_phastCons46wayL2_0	0.0294360542974948	0.1469749996258965	0.0296595942332797	4.993026515731249	1.0075940862700454	8.384872293566469e-05	5.0650581067772335e-09	6.092240399343781e-08	0.0831394983579901	0.0004280697960399724
scz	dlpfc	heritable	Conserved_Mammal_phastCons46wayL2_0	0.0214394549784697	0.1429597377583281	0.0273748206403918	6.668067723824745	1.276843122545913	1.0376336740623475e-05	-3.7326524643531966e-08	1.1681459385530337e-07	-0.3195364843691347	8.38753886533731e-05
scz	dlpfc	heritable	Conserved_Primate_phastCons46wayL2_0	0.0192690716687811	0.1861110255430647	0.0282842675108887	9.65853616314027	1.4678583378105114	1.3642286149345224e-08	4.0277936246843524e-07	8.832738739042302e-08	4.560073317781694	1.4703352849849853e-07
scz	dlpfc	heritable	Conserved_Primate_phastCons46way.flanking.500L2_0	0.1565502614508353	0.3329349482649124	0.0430725214044196	2.1266968523682137	0.2751354166083367	6.453777955831393e-05	8.20369115479503e-08	1.870994876575196e-08	4.384667888461381	0.00037029450295701893
scz	dlpfc	heritable	Ancient_Sequence_Age_Human_EnhancerL2_0	0.0051380947899561	0.0573097934752892	0.0127518563460831	11.153899610283114	2.481825825987164	6.489697474504455e-05	4.142751599067704e-07	1.3225328371074382e-07	3.13243760973714	0.00037029450295701893
scz	dlpfc	heritable	Human_Promoter_Villar_ExACL2_0	0.0024966621423786	0.0369556154560005	0.0078788805702783	14.80200898179645	3.155765626650528	2.2382960506278724e-05	6.058128873997911e-07	1.549232099890064e-07	3.9104075331435526	0.0001579062797777611
scz	dlpfc	non_heritable	Coding_UCSCL2_0	0.0142591398753161	0.0490141752495251	0.0131823007743471	3.437386523879532	0.924480781422648	0.0095349094897666	6.699810518682115e-08	9.587489198361246e-08	0.6988076210638431	0.025691283902982226
scz	dlpfc	non_heritable	Conserved_LindbladTohL2_0	0.0246705380614742	0.1570894806160415	0.0297896990378105	6.367493089311814	1.2075009861390236	1.008251248627798e-05	2.993482756728297e-08	1.0424455547870582e-07	0.2871596260333979	8.324550089210002e-05
scz	dlpfc	non_heritable	FetalDHS_TrynkaL2_0	0.083682887841106	0.2455555657011038	0.0438181819592033	2.934358170900549	0.5236217713041128	0.0003246076499865	1.2904594594801382e-07	3.8580104973096185e-08	3.344883225123518	0.0013119559186954373
scz	dlpfc	non_heritable	H3K27ac_HniszL2_0	0.3890438084271867	0.4805329194061399	0.0207526318875186	1.2351640329371192	0.0533426607440861	2.383403787047733e-05	-1.3598786689985272e-09	7.520074003920448e-09	-0.1808331498186827	0.00016513583381687864
scz	dlpfc	non_heritable	H3K27ac_PGC2L2_0	0.268521272457252	0.3759862867146983	0.0325846444971964	1.4002104312780452	0.1213484659856282	0.0013656392528627	2.24010223652897e-08	1.2895136024598589e-08	1.7371683650763987	0.004567827845782134
scz	dlpfc	non_heritable	H3K4me1_peaks_TrynkaL2_0	0.1688701811174639	0.3460351590834148	0.0439967360627408	2.0491193696459487	0.2605358493228434	9.061985285106936e-05	4.317914595464104e-08	2.4401635914671068e-08	1.7695184907123502	0.0004395062863276864
scz	dlpfc	non_heritable	H3K4me1_TrynkaL2_0	0.4234550697272124	0.5745783647143221	0.038388566664109	1.3568815342899605	0.0906555840477686	0.0001235259927342	-2.9183993104090416e-08	1.4925844850411316e-08	-1.9552657418441663	0.0005705724426294
scz	dlpfc	non_heritable	H3K4me3_peaks_TrynkaL2_0	0.0413684654276123	0.1251398497973723	0.0333916166140684	3.0250058469378205	0.8071756171980319	0.0131778570677581	4.2637629704180164e-08	5.47932438356616e-08	0.7781548731091902	0.0336382140940141
scz	dlpfc	non_heritable	H3K4me3_TrynkaL2_0	0.1328867423264502	0.2425755608929095	0.0338407475566921	1.825430864254292	0.2546585683736511	0.0014217939808251	-1.6040830044511495e-09	2.2456631463190043e-08	-0.0714302591232569	0.00459713387133449
scz	dlpfc	non_heritable	H3K9ac_peaks_TrynkaL2_0	0.0381863661076646	0.1396619860412896	0.0271398301896826	3.657378281230513	0.7107204208214827	0.0002787985662518	1.0376601593658748e-07	4.996968926386201e-08	2.0765791715985484	0.0011758026489749826
scz	dlpfc	non_heritable	H3K9ac_TrynkaL2_0	0.1253023111780779	0.2119020435258017	0.0303999181057116	1.6911263769480631	0.2426125888652422	0.0049577788136713	-4.2913028217163343e-08	2.2724657981628004e-08	-1.8883904986317872	0.014572864997761094
scz	dlpfc	non_heritable	Intron_UCSCL2_0	0.3874513328700006	0.5148618581823594	0.0175124928270301	1.3288426558468136	0.0451992065617852	8.547089494181362e-12	1.1378428199466874e-08	3.3204443532270126e-09	3.4267787648386925	1.3817794682259868e-10
scz	dlpfc	non_heritable	SuperEnhancer_HniszL2_0	0.1672067462048907	0.216797247976138	0.0147836543255893	1.2965819435926376	0.0884154178054146	0.0011240384164057	-7.103885332904926e-09	8.329838990362243e-09	-0.8528238470304449	0.003893990228262604
scz	dlpfc	non_heritable	UTR_3_UCSCL2_0	0.0111681302243406	0.053011887177937	0.0120366618624674	4.746711053064126	1.0777687599159502	0.0007145800244428	1.1731418545755241e-07	9.551198139914282e-08	1.228266692189104	0.002665933168113523
scz	dlpfc	non_heritable	UTR_5_UCSC.flanking.500L2_0	0.021387283915762	0.0652575626407441	0.0164373686050939	3.051231886095205	0.7685580211978165	0.0086219471031253	1.2072004632969018e-07	4.070558712883204e-08	2.96568738703153	0.02389511054294726
scz	dlpfc	non_heritable	GERP.NSL2_0	1.7453162562850617	3.2421009713214355	0.1048067128050331	1.857600855802666	0.0600502702175686	3.922866315332082e-30	2.7131545614287555e-08	3.685775124036764e-09	7.361150558901252	3.8051803258721195e-28
scz	dlpfc	non_heritable	MAFbin9L2_0	0.1010999706600679	0.1529492897343127	0.0161339012549493	1.5128519695478413	0.1595836393385017	0.0014831333524294	6.461417104335886e-08	8.554681301692364e-09	7.553077521494142	0.004640772102762962
scz	dlpfc	non_heritable	MAFbin10L2_0	0.0984625640752075	0.1428731944204958	0.0161836849834335	1.4510407662283369	0.1643638385353457	0.0062203182031094	6.098619336898444e-08	8.856220202847148e-09	6.886255306680184	0.017746201932400348
scz	dlpfc	non_heritable	Backgrd_Selection_StatL2_0	0.1777198118687993	0.2248415128932069	0.0049417216780459	1.2651460213068138	0.027806250896181	2.0297545229937278e-20	1.9356934718464107e-08	1.0920288296551192e-08	1.7725662723187767	4.793514531096319e-19
scz	dlpfc	non_heritable	CpG_Content_50kbL2_0	0.0100518737376365	0.0110948621763831	0.0001582246912803	1.1037605988663943	0.0157408156340009	2.369330759569256e-09	3.4753199456134016e-06	4.818108655437936e-07	7.213037716970119	2.8728135459777227e-08
scz	dlpfc	non_heritable	MAF_Adj_ASMCL2_0	-2.3485270052117152e-14	-0.5432915312293253	0.0440022729680195	23133288653853.426	-1873611539078.421	1.7737606174146358e-26	-1.4273121809949149e-08	2.899151389505269e-09	-4.923206791344832	8.602738994460983e-25
scz	dlpfc	non_heritable	GTEx_eQTL_MaxCPPL2_0	0.0103404094611467	0.0471162233087969	0.0091147904179575	4.556514274007468	0.8814728712828674	7.089269657914479e-05	2.6097539641568325e-07	7.863028406818596e-08	3.319018867964062	0.00038203286489872467
scz	dlpfc	non_heritable	BLUEPRINT_H3K27acQTL_MaxCPPL2_0	0.0165455490697362	0.0413963055428811	0.0098503149811401	2.501960217119648	0.5953453064399974	0.0128170067560605	9.557951774239789e-08	6.584697041425331e-08	1.4515400957871347	0.03360134203615861
scz	dlpfc	non_heritable	Conserved_Vertebrate_phastCons46wayL2_0	0.0294360542974948	0.1472046894772505	0.0296703120274266	5.000829526591084	1.0079581905769128	8.164155438955206e-05	5.657093481989097e-09	6.077657380081678e-08	0.093080164415472	0.0004168016197782395
scz	dlpfc	non_heritable	Conserved_Mammal_phastCons46wayL2_0	0.0214394549784697	0.1430927690563045	0.027404134225349	6.6742726995627	1.2782103954074022	1.029841248149691e-05	-3.787728749943058e-08	1.1674868273145637e-07	-0.3244343885794016	8.324550089210002e-05
scz	dlpfc	non_heritable	Conserved_Primate_phastCons46wayL2_0	0.0192690716687811	0.186243434515246	0.0282923385633961	9.66540774338333	1.4682771982852714	1.3394069307853466e-08	4.027236659836271e-07	8.830816464447228e-08	4.560435239538591	1.4435830254019845e-07
scz	dlpfc	non_heritable	Conserved_Primate_phastCons46way.flanking.500L2_0	0.1565502614508353	0.3328935353135425	0.0431122539770862	2.126432317828405	0.2753892173512957	6.597228221650688e-05	8.201098654925373e-08	1.872274651981413e-08	4.380286111466721	0.0003764300808824216
scz	dlpfc	non_heritable	Ancient_Sequence_Age_Human_EnhancerL2_0	0.0051380947899561	0.0573396581040361	0.0127629715219439	11.15971200378066	2.4839891134147414	6.484243276743723e-05	4.143480196647095e-07	1.322789869914092e-07	3.132379745935152	0.0003764300808824216
scz	dlpfc	non_heritable	Human_Promoter_Villar_ExACL2_0	0.0024966621423786	0.0369701166272971	0.0078786514195609	14.80781720512412	3.155673843820362	2.2454540335368034e-05	6.055693722667083e-07	1.5500111657267233e-07	3.906871032008256	0.00016513583381687864
scz	hippocampus	heritable	Coding_UCSCL2_0	0.0142591398753161	0.0489824439736615	0.0131802891378823	3.4351611949928627	0.92433970443747	0.0095838734041086	6.702901748180959e-08	9.577368377476981e-08	0.6998688453859746	0.025823214449959282
scz	hippocampus	heritable	Conserved_LindbladTohL2_0	0.0246705380614742	0.1568828823316584	0.0297707426175236	6.359118797520188	1.2067326032103822	1.0256896436360824e-05	3.002671770318242e-08	1.0423080570249893e-07	0.2880791096337322	8.412712273723471e-05
scz	hippocampus	heritable	FetalDHS_TrynkaL2_0	0.083682887841106	0.2453191341312015	0.0437410076482924	2.931532843333565	0.5226995479810188	0.0003229147520796	1.287148867733845e-07	3.852960139132367e-08	3.3406752762920955	0.0013051137896550498
scz	hippocampus	heritable	H3K27ac_HniszL2_0	0.3890438084271867	0.4806703975236781	0.0207390687341801	1.2355174073246824	0.0533077979521723	2.299408285827706e-05	-1.375547325431876e-09	7.517588131477239e-09	-0.1829772130867689	0.0001593161455180625
scz	hippocampus	heritable	H3K27ac_PGC2L2_0	0.268521272457252	0.3759588351437244	0.0325037001981355	1.4001081988898147	0.121047021342825	0.0013298985361301	2.2354481631826576e-08	1.2880292097700334e-08	1.7355570403421037	0.00437534443758565
scz	hippocampus	heritable	H3K4me1_peaks_TrynkaL2_0	0.1688701811174639	0.3459661584185046	0.0439814635385388	2.0487107678167	0.2604454098852769	9.090723007738109e-05	4.3166046435886026e-08	2.4406529747380937e-08	1.7686269569117323	0.0004409000658752983
scz	hippocampus	heritable	H3K4me1_TrynkaL2_0	0.4234550697272124	0.5749286466086002	0.0383735849969889	1.357708733960763	0.0906202044568955	0.0001194276210357	-2.9154639958320132e-08	1.4892579184020662e-08	-1.9576622422529928	0.0005516418685934714
scz	hippocampus	heritable	H3K4me3_peaks_TrynkaL2_0	0.0413684654276123	0.124833832854155	0.0333728386263821	3.01760849873904	0.8067216968630103	0.0134352212333106	4.2070960292491297e-08	5.4845769005579534e-08	0.7670775896717095	0.03429516999029285
scz	hippocampus	heritable	H3K4me3_TrynkaL2_0	0.1328867423264502	0.2428123360174476	0.0337699372157811	1.8272126456449176	0.2541257060303407	0.0013531993105935	-1.4476038468504735e-09	2.2455185179387345e-08	-0.0644663508800317	0.00437534443758565
scz	hippocampus	heritable	H3K9ac_peaks_TrynkaL2_0	0.0381863661076646	0.1392791360242204	0.0270014584708063	3.647352451174053	0.707096831227068	0.000272266767192	1.0325927654215393e-07	4.9794925313443096e-08	2.0736907604975787	0.0011605180199017826
scz	hippocampus	heritable	H3K9ac_TrynkaL2_0	0.1253023111780779	0.2117948862866638	0.0303413721033603	1.690271187302075	0.2421453508566146	0.0049253054755785	-4.301008912746154e-08	2.2726019321808768e-08	-1.8925482953447723	0.014537587864385646
scz	hippocampus	heritable	Intron_UCSCL2_0	0.3874513328700006	0.5146460188575029	0.0175174031322344	1.3282855811730534	0.0452118799088296	9.268703032083148e-12	1.1365945959254241e-08	3.321201800587491e-09	3.422238888719049	1.498440323520109e-10
scz	hippocampus	heritable	SuperEnhancer_HniszL2_0	0.1672067462048907	0.2169702235211095	0.0148000865905892	1.2976164445855551	0.0885136929370876	0.0010951257849092	-7.0876930472136215e-09	8.319198454555012e-09	-0.8519682618381217	0.0037938286120068722
scz	hippocampus	heritable	UTR_3_UCSCL2_0	0.0111681302243406	0.0529909378571975	0.01202968178136	4.744835240343579	1.0771437599412763	0.0007104141089462	1.1724947814338046e-07	9.542267391561884e-08	1.2287381324805762	0.002650391098760823
scz	hippocampus	heritable	UTR_5_UCSC.flanking.500L2_0	0.021387283915762	0.0652341299056739	0.0164491563895107	3.050136247436152	0.7691091797490023	0.0086814248532165	1.2079818501526057e-07	4.0728196100580585e-08	2.96595961964391	0.024059948878914297
scz	hippocampus	heritable	GERP.NSL2_0	1.7453162562850617	3.240733383447858	0.1048257837559861	1.8568172798354723	0.0600611971489395	4.13654496722433e-30	2.713389420867353e-08	3.682789576826252e-09	7.367755784748617	4.0124486182076e-28
scz	hippocampus	heritable	MAFbin9L2_0	0.1010999706600679	0.1527770378548107	0.0161406733145866	1.5111481918080711	0.1596506231327898	0.0015381845763518	6.453128788612004e-08	8.561433179119492e-09	7.537439881386404	0.004813029158262084
scz	hippocampus	heritable	MAFbin10L2_0	0.0984625640752075	0.1427446418722116	0.016147997301414	1.4497351680094437	0.1640013892902476	0.0062696793908293	6.090547531001753e-08	8.838237182707145e-09	6.891133837094222	0.017887026497365944
scz	hippocampus	heritable	Backgrd_Selection_StatL2_0	0.1777198118687993	0.2247374721847791	0.0049222427486276	1.2645606014409372	0.0276966461806825	1.9196463616412755e-20	1.9396457170253712e-08	1.0924923968755712e-08	1.775431776525476	4.655142426980093e-19
scz	hippocampus	heritable	CpG_Content_50kbL2_0	0.0100518737376365	0.0110947292591491	0.0001581451633165	1.1037473757363123	0.0157329038788453	2.2559061933689397e-09	3.47273957573606e-06	4.806019974410507e-07	7.225811782361592	2.7352862594598394e-08
scz	hippocampus	heritable	MAF_Adj_ASMCL2_0	-2.3485270052117152e-14	-0.5415811797347723	0.0437258782836838	23060462091043.74	-1861842686358.296	1.491338994491658e-26	-1.4223258237016244e-08	2.892362314591112e-09	-4.917523010607666	7.232994123284541e-25
scz	hippocampus	heritable	GTEx_eQTL_MaxCPPL2_0	0.0103404094611467	0.0471018400667667	0.0090982834569479	4.555123299879774	0.879876516605458	6.959232691395644e-05	2.611586676145808e-07	7.855825085860887e-08	3.3243951432246224	0.000375025317258543
scz	hippocampus	heritable	BLUEPRINT_H3K27acQTL_MaxCPPL2_0	0.0165455490697362	0.0413927600638336	0.0098423571756177	2.5017459311486863	0.5948643429199053	0.0127504848097106	9.586990550315865e-08	6.586933238224084e-08	1.45545585534136	0.03342694666329536
scz	hippocampus	heritable	Conserved_Vertebrate_phastCons46wayL2_0	0.0294360542974948	0.1468208503670351	0.0296664869304078	4.987789765679648	1.0078282445936604	8.56564288702942e-05	4.7883884635993855e-09	6.10444620333969e-08	0.0784409970060789	0.00043729861054834406
scz	hippocampus	heritable	Conserved_Mammal_phastCons46wayL2_0	0.0214394549784697	0.1428694052113246	0.0273590848107443	6.663854344935484	1.2761091566095886	1.0407479101513572e-05	-3.728467681874885e-08	1.1691251860100085e-07	-0.3189109024842243	8.412712273723471e-05
scz	hippocampus	heritable	Conserved_Primate_phastCons46wayL2_0	0.0192690716687811	0.1860348214616888	0.0282745579114735	9.654581427661272	1.4673544422631752	1.3718602684766506e-08	4.0282359000362033e-07	8.833865382515634e-08	4.559992399260533	1.47856051158039e-07
scz	hippocampus	heritable	Conserved_Primate_phastCons46way.flanking.500L2_0	0.1565502614508353	0.332991923411334	0.0430616105839373	2.127060793928538	0.275065721288884	6.427908465139646e-05	8.212388783490047e-08	1.8715806955704288e-08	4.387942664148413	0.00037125399291971535
scz	hippocampus	heritable	Ancient_Sequence_Age_Human_EnhancerL2_0	0.0051380947899561	0.057292390892676	0.0127539335309154	11.150512638394776	2.4822300973984834	6.506513277974392e-05	4.143550350742934e-07	1.3227718511351514e-07	3.1324754508399164	0.00037125399291971535
scz	hippocampus	heritable	Human_Promoter_Villar_ExACL2_0	0.0024966621423786	0.0369593853064893	0.0078749807610458	14.803518937999495	3.154203617451797	2.2214979628108604e-05	6.06161568508582e-07	1.5490108356521688e-07	3.913217096724661	0.0001593161455180625
scz	hippocampus	non_heritable	Coding_UCSCL2_0	0.0142591398753161	0.0489962213431451	0.0131964612186895	3.436127408214986	0.9254738598597892	0.0096596918624618	6.480339310942363e-08	9.61233523854598e-08	0.6741690910816192	0.026027503073855405
scz	hippocampus	non_heritable	Conserved_LindbladTohL2_0	0.0246705380614742	0.1571593141224899	0.0297800154765602	6.370323733145941	1.2071084709362294	9.969993593249274e-06	2.947389652816108e-08	1.0447042078401725e-07	0.2821267140207617	8.280725000481958e-05
scz	hippocampus	non_heritable	FetalDHS_TrynkaL2_0	0.083682887841106	0.2460527060949239	0.0437139352964205	2.940298936171032	0.5223760367761558	0.0003013486224324	1.294641987150758e-07	3.853662782180874e-08	3.35951031610008	0.00121795068233095
scz	hippocampus	non_heritable	H3K27ac_HniszL2_0	0.3890438084271867	0.4804894815156252	0.0207305281192932	1.2350523799829434	0.0532858451162658	2.35622221897717e-05	-1.3101488763476854e-09	7.520298796033768e-09	-0.1742150028717825	0.00016325253945770395
scz	hippocampus	non_heritable	H3K27ac_PGC2L2_0	0.268521272457252	0.3770961795250687	0.0325784827478141	1.4043437828006775	0.1213255190163774	0.001219482941575	2.311505469695857e-08	1.2909091879442636e-08	1.7906026940414486	0.0040789601838887935
scz	hippocampus	non_heritable	H3K4me1_peaks_TrynkaL2_0	0.1688701811174639	0.3465669904557998	0.0438897199962143	2.052268720045562	0.2599021313637674	8.337309105957712e-05	4.326794372217023e-08	2.4396552169395068e-08	1.7735269894591454	0.00040435949163894903
scz	hippocampus	non_heritable	H3K4me1_TrynkaL2_0	0.4234550697272124	0.5733342524506408	0.0384315650170788	1.353943531293603	0.0907571257603227	0.0001418365755728	-2.949670078030744e-08	1.49328231854798e-08	-1.9752929780210005	0.0006551498966934096
scz	hippocampus	non_heritable	H3K4me3_peaks_TrynkaL2_0	0.0413684654276123	0.1261467216667378	0.0333548678474273	3.0493449627101303	0.8062872891863161	0.0120217892842102	4.379034349815508e-08	5.482327402755723e-08	0.7987546215525839	0.03151658271806458
scz	hippocampus	non_heritable	H3K4me3_TrynkaL2_0	0.1328867423264502	0.2425760543366818	0.0338660728804855	1.825434577519917	0.2548491466311213	0.0014374329808054	-1.795060652157492e-09	2.2494502128032035e-08	-0.0797999725417588	0.004647699971270793
scz	hippocampus	non_heritable	H3K9ac_peaks_TrynkaL2_0	0.0381863661076646	0.1427063623086768	0.0271371741296123	3.737102449243877	0.7106508656283353	0.0001847108424199	1.0943049885632149e-07	5.006184970427819e-08	2.1859060243027684	0.0008144068961241045
scz	hippocampus	non_heritable	H3K9ac_TrynkaL2_0	0.1253023111780779	0.2129711619673408	0.0303927029031809	1.699658689173491	0.2425550065073202	0.0044469946924172	-4.26154503950341e-08	2.2751454576190856e-08	-1.8730868504394744	0.013479952661389637
scz	hippocampus	non_heritable	Intron_UCSCL2_0	0.3874513328700006	0.5148962988505732	0.0175486021393786	1.3289315461545554	0.0452924035888313	9.224597960840362e-12	1.138961009670518e-08	3.3206992044560423e-09	3.4298831045646883	1.4913100036691916e-10
scz	hippocampus	non_heritable	SuperEnhancer_HniszL2_0	0.1672067462048907	0.2167289763094255	0.0148176292746382	1.2961736367015453	0.0886186090630642	0.0011696649047068	-6.990190937807663e-09	8.337963620686464e-09	-0.8383570924278224	0.0040520534198771295
scz	hippocampus	non_heritable	UTR_3_UCSCL2_0	0.0111681302243406	0.0534212162109987	0.0120594899270177	4.783362580655517	1.079812796302683	0.0006548855126209	1.212233829997503e-07	9.585397285501014e-08	1.2646672786647477	0.0024432267201625886
scz	hippocampus	non_heritable	UTR_5_UCSC.flanking.500L2_0	0.021387283915762	0.0648157490192113	0.016438930313952	3.030574114716989	0.7686310416367025	0.0093019149174928	1.1959236422551368e-07	4.067170680621668e-08	2.9404314108409624	0.02577959277133719
