Disorder	BrainRegion	h2Metric	Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z-score	FDR
mdd	caudate	non_heritable	Conserved_Primate_phastCons46wayL2_0	0.0192690716687811	0.2415629276507817	0.0263861141205877	12.536303346785004	1.3693505620894677	9.719784991198158e-15	4.6498309724691856e-08	7.60504241152831e-09	6.114142066348786	1.8856382882924427e-13
mdd	caudate	non_heritable	Conserved_Primate_phastCons46way.flanking.500L2_0	0.1565502614508353	0.3609858716912262	0.0455511002951598	2.305878433838285	0.2909678966551273	1.0928885222566969e-05	9.469433232032842e-09	1.9679072479809903e-09	4.811930664795393	7.572156189921401e-05
mdd	caudate	non_heritable	BivFlnkL2_0	0.013549378568832	0.0504668429526703	0.0137950575847578	3.724661075509437	1.0181321242651646	0.0078584325821764	5.068665135418681e-09	4.839914388754229e-09	1.0472633869714647	0.02993879872864965
mdd	caudate	non_heritable	Ancient_Sequence_Age_Human_EnhancerL2_0	0.0051380947899561	0.0368105163901513	0.0118715374257229	7.164234584015099	2.310494047118256	0.0093032841540541	1.839541318827017e-08	1.0996269049814517e-08	1.6728776919641175	0.033422909738638804
mdd	caudate	non_heritable	Human_Promoter_Villar_ExACL2_0	0.0024966621423786	0.0245391138347095	0.0067162452534174	9.828768345616034	2.690089756004611	0.0011278698341962	3.325354631622293e-08	1.2530927172650166e-08	2.6537179458517386	0.00520968447223959
mdd	dlpfc	heritable	Coding_UCSCL2_0	0.0142591398753161	0.0545400100353985	0.0120754262197807	3.8249158443148463	0.846855162749635	0.0010319743669485	9.462653676616142e-09	6.6662219770841965e-09	1.419492736537271	0.005005075679700225
mdd	dlpfc	heritable	Conserved_LindbladTohL2_0	0.0246705380614742	0.1878425546235888	0.0277492223454349	7.614043688691384	1.1247919391254924	1.7752459628019152e-08	-7.635200379366456e-09	8.411284444897161e-09	-0.907732990054625	1.5654441671980524e-07
mdd	dlpfc	heritable	FetalDHS_TrynkaL2_0	0.083682887841106	0.198721093237298	0.0431397835825547	2.3746921068811844	0.515514995902949	0.0077285850350105	6.375209242429388e-09	3.1688151885563367e-09	2.011858964023028	0.029986909935840744
mdd	dlpfc	heritable	H3K4me1_peaks_TrynkaL2_0	0.1688701811174639	0.3527539290014699	0.0435822041683296	2.0889059670996555	0.2580811122480792	3.239814038114917e-05	5.0403862599526775e-09	2.0390744413706784e-09	2.471899091905884	0.00018485997746891
mdd	dlpfc	heritable	H3K4me1_TrynkaL2_0	0.4234550697272124	0.5130468891952917	0.0363723467071497	1.2115733778457154	0.085894228945188	0.0145558663218147	-1.1383220435388295e-09	1.210555210466673e-09	-0.9403305472536052	0.04706396777386753
mdd	dlpfc	heritable	H3K4me3_TrynkaL2_0	0.1328867423264502	0.223556625946252	0.0279727482314738	1.68230947672012	0.2105006695307187	0.0014321846774292	8.835950759342716e-10	1.576745455869047e-09	0.5603917059949698	0.0060400832048101046
mdd	dlpfc	heritable	H3K9ac_peaks_TrynkaL2_0	0.0381863661076646	0.1661583199594558	0.0288298219632702	4.3512472354918605	0.754976838644084	1.959384900622125e-05	1.7099160117556435e-08	4.480043832351219e-09	3.816739468949	0.00012670689024023074
mdd	dlpfc	heritable	Intron_UCSCL2_0	0.3874513328700006	0.452666357242157	0.0153824593084841	1.168317976580655	0.0397016554170568	2.691661718643409e-05	8.232685183242672e-10	3.2155847399818006e-10	2.560245133919024	0.00016318199169275668
mdd	dlpfc	heritable	GERP.NSL2_0	1.7453162562850617	3.550248293444608	0.1053562894601523	2.0341575807019514	0.0603651567907842	2.9435839380943635e-37	2.791851388154112e-09	3.9592676875634117e-10	7.051433771259492	2.8552764199515326e-35
mdd	dlpfc	heritable	GERP.RSsup4L2_0	0.0081499252074974	0.1166951426778117	0.0168312832200333	14.318553815740511	2.0652070775508022	2.355429795488683e-10	3.426108931590292e-08	1.0149010686651713e-08	3.375805817306327	2.855958627030028e-09
mdd	dlpfc	heritable	MAFbin9L2_0	0.1010999706600679	0.1514559713816653	0.0154303768687321	1.498081259498197	0.1526249391368697	0.0013739800204596	6.0320606542959585e-09	7.751773087343233e-10	7.781523770535609	0.0060400832048101046
mdd	dlpfc	heritable	Backgrd_Selection_StatL2_0	0.1777198118687993	0.201216984082838	0.004261515974542	1.132214703397196	0.0239788458570286	3.9010460357650746e-08	-3.74039475987153e-10	8.054587074903062e-10	-0.4643806969976231	3.1533455455767687e-07
mdd	dlpfc	heritable	CpG_Content_50kbL2_0	0.0100518737376365	0.0103715647252385	0.0001245964293703	1.0318041189081926	0.0123953436565602	0.0118138326048536	2.8884058821709174e-07	3.852344727123495e-08	7.497786638444634	0.0395152331955448
mdd	dlpfc	heritable	MAF_Adj_ASMCL2_0	-2.3485270052117152e-14	-0.4662869249858771	0.0362271053348545	19854441696907.05	-1542545827851.306	6.627611833854137e-29	-1.0593030373864072e-09	1.9116227019485637e-10	-5.541381342179259	3.2143917394192564e-27
mdd	dlpfc	heritable	GTEx_eQTL_MaxCPPL2_0	0.0103404094611467	0.0449708020289111	0.008755234682474	4.349034938885677	0.8467009662790619	0.0001179055323818	2.38913197537275e-08	6.755651703243528e-09	3.5364937097418423	0.0006353798133908111
mdd	dlpfc	heritable	Conserved_Vertebrate_phastCons46wayL2_0	0.0294360542974948	0.1987035528534662	0.0252770597197913	6.7503460499587735	0.8587108674392737	2.0796906615180175e-10	3.1570929901239383e-09	5.016155030883199e-09	0.629385051037401	2.855958627030028e-09
mdd	dlpfc	heritable	Conserved_Mammal_phastCons46wayL2_0	0.0214394549784697	0.1819825426122949	0.0252044750479965	8.488207503178034	1.1756117435498117	9.491875755593192e-10	-4.044270131504104e-09	9.915119201947562e-09	-0.4078892093107377	1.0230132758805996e-08
mdd	dlpfc	heritable	Conserved_Primate_phastCons46wayL2_0	0.0192690716687811	0.2407464757885204	0.0262823634612904	12.493932241612146	1.3639662518808218	9.462559661563132e-15	4.6581015100773786e-08	7.598825298995986e-09	6.1300284278056	1.835736574343248e-13
mdd	dlpfc	heritable	Conserved_Primate_phastCons46way.flanking.500L2_0	0.1565502614508353	0.3602629384528131	0.0453094239737225	2.30126053520488	0.2894241348038372	1.0549090574768224e-05	9.475875184656948e-09	1.966664045214733e-09	4.818248041760642	7.309012755375127e-05
mdd	dlpfc	heritable	BivFlnkL2_0	0.013549378568832	0.050572295072985	0.0137252756782014	3.73244387674855	1.012981931863214	0.0073618823626888	5.335047384514465e-09	4.808893419916973e-09	1.1094126899170444	0.029754274549200568
mdd	dlpfc	heritable	Ancient_Sequence_Age_Human_EnhancerL2_0	0.0051380947899561	0.0366209724974234	0.0118250371960183	7.127344666550262	2.3014439552835486	0.0094301589143912	1.827424548745553e-08	1.09886147969622e-08	1.663016296877332	0.033878719062812826
mdd	dlpfc	heritable	Human_Promoter_Villar_ExACL2_0	0.0024966621423786	0.024411637412903	0.0066893221200186	9.777709606172404	2.679306104928317	0.0011461702907323	3.3217027508965446e-08	1.2515813168039433e-08	2.654004742879108	0.005294215152430147
mdd	dlpfc	non_heritable	Coding_UCSCL2_0	0.0142591398753161	0.054756849333273	0.0121130936169587	3.8401228834329553	0.8494967945386062	0.0010113218775199	9.41192628828426e-09	6.7049386176246345e-09	1.4037304179853374	0.004904911105971515
mdd	dlpfc	non_heritable	Conserved_LindbladTohL2_0	0.0246705380614742	0.1888293099281431	0.0278441994225857	7.654041004602998	1.128641756949252	1.6624751625070804e-08	-7.567454169334918e-09	8.406172032085646e-09	-0.9002259459419325	1.46600082511988e-07
mdd	dlpfc	non_heritable	FetalDHS_TrynkaL2_0	0.083682887841106	0.1991293802893743	0.0433240919423949	2.3795710858768846	0.5177174576558247	0.0078071876321462	6.461759188837745e-09	3.1687210997296155e-09	2.039232543813693	0.030143995619685227
mdd	dlpfc	non_heritable	H3K4me1_peaks_TrynkaL2_0	0.1688701811174639	0.3538197247102669	0.0437180946703104	2.0952172986902555	0.258885816199254	3.062376703477075e-05	5.081911819781535e-09	2.038636307782393e-09	2.4927996231508227	0.00017473561190428018
mdd	dlpfc	non_heritable	H3K4me3_TrynkaL2_0	0.1328867423264502	0.2224114760118946	0.028168579903376	1.673691988516939	0.2119743430400077	0.001765608650697	8.162239552625336e-10	1.574494461970135e-09	0.5184038273727608	0.007446262570330826
mdd	dlpfc	non_heritable	H3K9ac_peaks_TrynkaL2_0	0.0381863661076646	0.1689791268465678	0.0288733647286846	4.425116712340192	0.7561171085847125	1.380088114980978e-05	1.7507898305521642e-08	4.493905617409835e-09	3.895920341026815	8.924569810210324e-05
mdd	dlpfc	non_heritable	Intron_UCSCL2_0	0.3874513328700006	0.453133719152666	0.0154620627023573	1.169524223329239	0.0399071093337681	2.583347099043333e-05	8.276995893357294e-10	3.2213959558309465e-10	2.569381723589541	0.00015661541787950206
mdd	dlpfc	non_heritable	GERP.NSL2_0	1.7453162562850617	3.554981733012315	0.1054332482043144	2.036869661994188	0.0604092512314822	2.7730289746299296e-37	2.7882351513867604e-09	3.9583559666893214e-10	7.043922211267866	2.689838105391032e-35
